gene_symbol	D_meta	P_diffusion	group
CLEC5A	14.230050993229357	0.0005027796225900705	CAP_up
FKBP3	-0.1405443270825071	0.0005026754570242362	background
CHFR	1.2085689347093835	0.0005013109869761451	CAP_up
PIK3AP1	9.02643747437663	0.0005008290158685847	CAP_up
PITPNM2	-1.4658647831392566	0.0005006757947887201	CAP_down
XPR1	0.0246003241019818	0.0005006056192322693	background
KCTD9	-0.2644055203418172	0.0004998358455755185	background
PWWP2A	-0.0784474490936818	0.0004991913279166194	background
XPNPEP2	-1.929886394483173	0.0004988128371635334	CAP_down
FGR	11.36043632288922	0.0004984208588201647	CAP_up
RREB1	0.1185411363910303	0.0004980334360614631	background
PTK6	0.0660172657033407	0.0004968237280977444	background
MAP2K2	1.8562340850719323	0.0004967846721052419	CAP_up
PHRF1	-0.1336359325448008	0.0004950423451064531	background
SLK	1.5872802554267968	0.0004948557018914903	CAP_up
BORA	-0.3859211796794549	0.0004934763371900479	background
CTSZ	4.101401298869551	0.0004934259044484094	CAP_up
HELLS	-0.0294939595218155	0.0004933764385212088	background
APBB3	1.0097159537371143	0.0004924754592687154	CAP_up
GSE1	-3.005229366813584	0.0004916169916861075	CAP_down
TTC1	1.3841551786420352	0.0004908094381438952	CAP_up
CABP4	-8.001681463523965	0.0004905589495440006	CAP_down
ANXA6	-0.1894518957431236	0.0004903023924347195	background
DUSP5	0.4344602889899986	0.0004901800458663026	background
PAG1	2.8444479537902545	0.0004887368742655642	CAP_up
BMF	-0.0005677434600642	0.00048665167308099074	background
EPHX1	-0.0502214416681135	0.00048380738861811967	background
CEP41	-2.9391276189887905	0.00048335599518290406	CAP_down
UBXN11	-0.1059321937589501	0.00048229111370390657	background
TIMP2	10.881688945323692	0.0004820999334626754	CAP_up
DAGLA	-6.95926558043979	0.00048191663090520984	CAP_down
RIT1	9.188574343251256	0.000479946417433492	CAP_up
UCP2	-0.7190539071255082	0.0004785987133850582	background
FKBP5	9.638959920796324	0.0004779418610872107	CAP_up
MAPKAPK3	0.7366480412460972	0.00047714956742411356	background
SIGLEC9	8.233016583258348	0.00047588556205441137	CAP_up
BAZ2A	0.9549817193541495	0.000475229303238325	background
SH3PXD2B	2.7375051350347386	0.00047446676345741756	CAP_up
KDM4C	-1.3367620614048203	0.0004735016506961317	CAP_down
