library	input_set	Term	Adjusted.P.value	P.value	Odds.Ratio	Combined.Score	Genes
Reactome_2022	CAP_up	Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289	0.73746526955524	0.579059841727146	0.992418025681626	0.54220704563955	HADHB;ACOT9;ACOT13;PCTP;DECR1
Reactome_2022	CAP_up	IRS-related Events Triggered By IGF1R R-HSA-2428928	0.740908553759355	0.582205587888467	0.97884546432413	0.529488491947405	FLT3;IRS2;GRB2;PIK3CB;GAB2;FGF13;IGF1R
Reactome_2022	CAP_up	Protein-protein Interactions At Synapses R-HSA-6794362	0.74242761295532	0.583877571207552	0.971415607985481	0.522683725413585	RTN3;SIPA1L1;DBNL;LRFN1;FLOT1;PPFIA1;FLOT2;HOMER3;LIN7A;IL1RAP;PDLIM5;DLGAP4
Reactome_2022	CAP_up	Collagen Chain Trimerization R-HSA-8948216	0.74242761295532	0.592165980263102	0.971477079796264	0.50902320499566	COL17A1;COL18A1;COL7A1;COL23A1;COL8A2;COL9A3
Reactome_2022	CAP_up	PI3K Cascade R-HSA-109704	0.74242761295532	0.592165980263102	0.971477079796264	0.50902320499566	FLT3;IRS2;GRB2;PIK3CB;GAB2;FGF13
Reactome_2022	CAP_up	Adherens Junctions Interactions R-HSA-418990	0.74242761295532	0.592581578413332	0.984469914040114	0.515140353062265	CTNNA1;CTNNB1;ANG;NECTIN2
Reactome_2022	CAP_up	Cristae Formation R-HSA-8949613	0.74242761295532	0.592581578413332	0.984469914040114	0.515140353062265	MTX1;ATP5PB;TMEM11;ATP5MC1
Reactome_2022	CAP_up	mRNA Capping R-HSA-72086	0.74242761295532	0.592581578413332	0.984469914040114	0.515140353062265	CDK7;POLR2A;POLR2C;POLR2J
Reactome_2022	CAP_up	Activated NTRK2 Signals Thru FYN R-HSA-9032500	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	RNASE1
Reactome_2022	CAP_up	Activated NTRK2 Signals Thru PI3K R-HSA-9028335	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	GRB2
Reactome_2022	CAP_up	Activation Of TRKA Receptors R-HSA-187015	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	ADORA2A
Reactome_2022	CAP_up	Acyl Chain Remodeling Of CL R-HSA-1482798	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	HADHB
Reactome_2022	CAP_up	Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA R-HSA-77346	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	HADHB
Reactome_2022	CAP_up	Cobalamin (Cbl) Metabolism R-HSA-9759218	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	MMADHC
Reactome_2022	CAP_up	Estrogen Biosynthesis R-HSA-193144	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	CYP19A1
Reactome_2022	CAP_up	FGFR1b Ligand Binding And Activation R-HSA-190370	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	FGF13
Reactome_2022	CAP_up	Lipid Particle Organization R-HSA-8964572	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	HSD17B13
Reactome_2022	CAP_up	MET Activates PI3K/AKT Signaling R-HSA-8851907	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	GRB2
Reactome_2022	CAP_up	RAS Signaling Downstream Of NF1 Loss-Of-Function Variants R-HSA-6802953	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	SPRED2
Reactome_2022	CAP_up	SUMO Is Transferred From E1 To E2 (UBE2I, UBC9) R-HSA-3065678	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	SUMO1
Reactome_2022	CAP_up	Sensing Of DNA Double Strand Breaks R-HSA-5693548	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	KPNA2
Reactome_2022	CAP_up	Signaling By LRP5 Mutants R-HSA-5339717	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	KREMEN1
Reactome_2022	CAP_up	Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	PTGS2
Reactome_2022	CAP_up	TNFR1-mediated Ceramide Production R-HSA-5626978	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	TNFRSF1A
Reactome_2022	CAP_up	Transport And Synthesis Of PAPS R-HSA-174362	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	PAPSS1
Reactome_2022	CAP_up	Vasopressin-like Receptors R-HSA-388479	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	NLRP3
Reactome_2022	CAP_up	Virus Assembly And Release R-HSA-168268	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	XK
Reactome_2022	CAP_up	WNT Mediated Activation Of DVL R-HSA-201688	0.74242761295532	0.594916637350236	1.2306976744186	0.639143131949967	PIP5K1B
Reactome_2022	CAP_up	DCC Mediated Attractive Signaling R-HSA-418885	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	CDC42;RNASE1
Reactome_2022	CAP_up	Heme Biosynthesis R-HSA-189451	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	ALAS2;ALAS1
Reactome_2022	CAP_up	Lysosphingolipid And LPA Receptors R-HSA-419408	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	LPAR2;S1PR4
Reactome_2022	CAP_up	Retrograde Neurotrophin Signaling R-HSA-177504	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	CLTC;DNM2
Reactome_2022	CAP_up	Synthesis Of IP2, IP, And Ins In Cytosol R-HSA-1855183	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	SYNJ1;IMPA2
Reactome_2022	CAP_up	Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol R-HSA-193775	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	HSD3B7;SLC27A2
Reactome_2022	CAP_up	Tryptophan Catabolism R-HSA-71240	0.74775170736143	0.602305969533371	1.02553089954664	0.519933611052146	SLC7A5;SLC36A4
Reactome_2022	CAP_up	IGF1R Signaling Cascade R-HSA-2428924	0.748881000972085	0.603662429781197	0.957037568224373	0.483055265046125	FLT3;IRS2;GRB2;PIK3CB;GAB2;FGF13;IGF1R
Reactome_2022	CAP_up	Interactions Of Rev With Host Cellular Proteins R-HSA-177243	0.749346330965683	0.604484629752747	0.961348978860623	0.483922921884133	NUP214;SEC13;NUP50;KPNB1;NUP58
Reactome_2022	CAP_up	RNA Polymerase II Transcription Termination R-HSA-73856	0.749374081358496	0.604954136084752	0.954641624290115	0.479805392936521	LSM10;POLDIP3;EIF4A3;SRSF4;U2AF1;CASC3;THOC5;SLU7;SRSF9
Reactome_2022	CAP_up	Acyl Chain Remodelling Of PS R-HSA-1482801	0.756248671234746	0.611406294464845	0.971507716660071	0.477975554088253	OSBPL8;LPCAT3;MBOAT1
Reactome_2022	CAP_up	Mitochondrial Calcium Ion Transport R-HSA-8949215	0.756248671234746	0.611406294464845	0.971507716660071	0.477975554088253	YME1L1;MICU1;MCU
Reactome_2022	CAP_up	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	0.770770843781263	0.624526733803672	0.936177841520258	0.440716149789371	EXT1;NDST1;VCAN;GLB1;SDC1;HPSE;SGSH
Reactome_2022	CAP_up	Ion Transport By P-type ATPases R-HSA-936837	0.770770843781263	0.624526733803672	0.936177841520258	0.440716149789371	ATP8B4;ATP7B;ATP11C;ATP11B;SRI;CAMK2G;CUTC
Reactome_2022	CAP_up	Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192	0.770770843781263	0.624526733803672	0.936177841520258	0.440716149789371	FLT3;IRS2;GRB2;PIK3CB;GAB2;FGF13;IGF1R
Reactome_2022	CAP_up	Signaling By ROBO Receptors R-HSA-376176	0.772996599261315	0.62679139522442	0.951370038003385	0.444424423467001	PSMD12;PSMD13;EIF4A3;CASC3;CDC42;PSMD9;PSMD6;PSMD4;PSMB3;PSMD2;PRKAR2A;UBC;ZSWIM8;ELOC;VASP;CAP1;UPF2;MYO9B;RNASE1;RHOA;PSMB8;PSMB9;PSMA4;PSME3;PSMC1;ETF1;PFN1;SOS2
Reactome_2022	CAP_up	Diseases Of Glycosylation R-HSA-3781865	0.778036245671448	0.631342060926712	0.942418715950143	0.433425407271298	NOTCH2;CTSA;NOTCH1;B4GALT1;HEXB;CFP;THBS1;EXT1;C1GALT1C1;VCAN;MUC1;SLPI;CHSY1;ADAMTSL4;GLB1;SDC1;PGM1;MPDU1;GALK1
Reactome_2022	CAP_up	Ca2+ Pathway R-HSA-4086398	0.779840699968675	0.633271594664299	0.928561760645353	0.424218908981981	GNG10;PPP3R1;GNG5;AGO4;GNB2;GNB1;GNB4;CTNNB1
Reactome_2022	CAP_up	Metabolism Of Amino Acids And Derivatives R-HSA-71291	0.780572889525805	0.636313869828762	0.956380698135339	0.432344644443634	CSAD;HNMT;DHTKD1;PSMD9;PSMD6;PSMD4;PSMD2;GLUL;SEPHS2;SLC25A44;PSPH;ARG2;MARS1;SLC6A12;SLC7A5;PSMA4;SOAT1;ETHE1;PSME3;BCAT1;HPD;PSMD12;OAT;PSMD13;OAZ1;OAZ2;PAPSS1;PSMB3;ASL;CRYM;SLC36A4;MPST;TXNRD1;GSR;SQOR;PYCR1;FAH;SUOX;PSMB8;AZIN1;PSMB9;ALDH4A1;BCKDK;HAL;SLC6A8;TMLHE;PSMC1;OGDH;SERINC3
Reactome_2022	CAP_up	SLC Transporter Disorders R-HSA-5619102	0.780572889525805	0.640241048117387	0.929789669839306	0.414603009910646	NUP214;SLC35A2;SLC6A19;SEC13;SLC24A4;SLC40A1;SLC1A3;SLC4A1;NUP50;NLRP3;RHAG;SLC12A6;NUP58
Reactome_2022	CAP_up	ERBB2 Regulates Cell Motility R-HSA-6785631	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	EGF;RHOA
Reactome_2022	CAP_up	Eicosanoid Ligand-Binding Receptors R-HSA-391903	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	PTGFR;LTB4R
Reactome_2022	CAP_up	Elevation Of Cytosolic Ca2+ Levels R-HSA-139853	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	P2RX1;ORAI2
Reactome_2022	CAP_up	Fatty Acids R-HSA-211935	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	CYP4F3;CYP4F12
Reactome_2022	CAP_up	GRB2 Events In ERBB2 Signaling R-HSA-1963640	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	EGF;GRB2
Reactome_2022	CAP_up	YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	HIPK1;HIPK2
Reactome_2022	CAP_up	cGMP Effects R-HSA-418457	0.780572889525805	0.64095069155013	0.946588844226639	0.421045320348893	PDE1B;KCNMA1
Reactome_2022	CAP_up	Dopamine Neurotransmitter Release Cycle R-HSA-212676	0.780572889525805	0.642477145756456	0.922878625134264	0.408303683903565	PPFIA1;LIN7A;SYN2
Reactome_2022	CAP_up	Signaling By NTRK2 (TRKB) R-HSA-9006115	0.780572889525805	0.642477145756456	0.922878625134264	0.408303683903565	CDK5;GRB2;RNASE1
Reactome_2022	CAP_up	mRNA Splicing - Major Pathway R-HSA-72163	0.780572889525805	0.642952172800314	0.940083271293462	0.415220622193222	BUD31;SF3B6;EIF4A3;WBP4;CWC25;TFIP11;U2AF1;CASC3;USP39;CRNKL1;HNRNPK;POLR2A;SYF2;PCBP1;POLR2C;CD2BP2;SRSF4;HNRNPH2;HNRNPC;SLU7;POLR2J;SMNDC1;SRSF9;RBM22
Reactome_2022	CAP_up	Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721	0.780572889525805	0.64703295182273	0.911440093388517	0.39680278685706	NSF;PRKCB;MDM2;CAMK2G
Reactome_2022	CAP_up	O-linked Glycosylation R-HSA-5173105	0.780572889525805	0.647706493744378	0.925898440821564	0.402134013652719	GALNT14;ST6GALNAC2;GALNT2;GCNT1;CFP;THBS1;C1GALT1C1;MUC1;ADAMTSL4;ST3GAL4;B3GNT2;ST6GALNAC3;ST3GAL2;B4GALT5
Reactome_2022	CAP_up	Activated NTRK2 Signals Thru RAS R-HSA-9026519	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	GRB2
Reactome_2022	CAP_up	Activated NTRK3 Signals Thru RAS R-HSA-9034864	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	GRB2
Reactome_2022	CAP_up	Anchoring Fibril Formation R-HSA-2214320	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	COL7A1
Reactome_2022	CAP_up	Aryl Hydrocarbon Receptor Signaling R-HSA-8937144	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	AURKAIP1
Reactome_2022	CAP_up	Attachment Of GPI Anchor To uPAR R-HSA-162791	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	PLAUR
Reactome_2022	CAP_up	Cation-coupled Chloride Cotransporters R-HSA-426117	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	SLC12A6
Reactome_2022	CAP_up	ChREBP Activates Metabolic Gene Expression R-HSA-163765	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	AGPAT1
Reactome_2022	CAP_up	Digestion Of Dietary Lipid R-HSA-192456	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	CEL
Reactome_2022	CAP_up	HDL Assembly R-HSA-8963896	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	ABCA1
Reactome_2022	CAP_up	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	IGF2BP3
Reactome_2022	CAP_up	Interleukin-36 Pathway R-HSA-9014826	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	IL1RAP
Reactome_2022	CAP_up	LTC4-CYSLTR Mediated IL4 Production R-HSA-9664535	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	GGT1
Reactome_2022	CAP_up	Loss Of Function Of TGFBR1 In Cancer R-HSA-3656534	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	FKBP1A
Reactome_2022	CAP_up	Nectin/Necl Trans Heterodimerization R-HSA-420597	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	NECTIN2
Reactome_2022	CAP_up	Nef Mediated CD8 Down-regulation R-HSA-182218	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	ATP6V1H
Reactome_2022	CAP_up	Neurofascin Interactions R-HSA-447043	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	SDCBP
Reactome_2022	CAP_up	PP2A-mediated Dephosphorylation Of Key Metabolic Factors R-HSA-163767	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	PPP2CA
Reactome_2022	CAP_up	Phase 1 - Inactivation Of Fast Na+ Channels R-HSA-5576894	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	KCND1
Reactome_2022	CAP_up	Phosphate Bond Hydrolysis By NUDT Proteins R-HSA-2393930	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	NUDT16
Reactome_2022	CAP_up	Post-transcriptional Silencing By Small RNAs R-HSA-426496	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	AGO4
Reactome_2022	CAP_up	RHOT2 GTPase Cycle R-HSA-9013419	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	MFN2
Reactome_2022	CAP_up	RUNX3 Regulates CDKN1A Transcription R-HSA-8941855	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	CDKN1A
Reactome_2022	CAP_up	Signaling By MAPK Mutants R-HSA-9652817	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	MAPK1
Reactome_2022	CAP_up	Zinc Efflux And Compartmentalization By SLC30 Family R-HSA-435368	0.780572889525805	0.65156412437148	1.02552176505664	0.439312461489813	SLC30A1
Reactome_2022	CAP_up	IRS-mediated Signaling R-HSA-112399	0.788249185820281	0.658442040661332	0.90023603461841	0.376189534860446	FLT3;IRS2;GRB2;PIK3CB;GAB2;FGF13
Reactome_2022	CAP_up	Cytosolic tRNA Aminoacylation R-HSA-379716	0.80092407361367	0.671749364537702	0.878880875658534	0.349680314194728	GARS1;MARS1;CARS1
Reactome_2022	CAP_up	Incretin Synthesis, Secretion, And Inactivation R-HSA-400508	0.80092407361367	0.671749364537702	0.878880875658534	0.349680314194728	SPCS3;GNB1;CTNNB1
Reactome_2022	CAP_up	RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973	0.80092407361367	0.671749364537702	0.878880875658534	0.349680314194728	RB1;MAPK1;MAPK3
Reactome_2022	CAP_up	Signaling By ERBB2 KD Mutants R-HSA-9664565	0.80092407361367	0.671749364537702	0.878880875658534	0.349680314194728	HSP90AA1;EGF;GRB2
Reactome_2022	CAP_up	Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107	0.80092407361367	0.672374804042025	0.87883749488334	0.348845183825454	NUP214;SEC13;NUP50;NUP58
Reactome_2022	CAP_up	Generation Of Second Messenger Molecules R-HSA-202433	0.80092407361367	0.672374804042025	0.87883749488334	0.348845183825454	VASP;FYB1;WAS;PLCG2
Reactome_2022	CAP_up	Phase 0 - Rapid Depolarisation R-HSA-5576892	0.80092407361367	0.672374804042025	0.87883749488334	0.348845183825454	SCN9A;SCN5A;FGF13;CAMK2G
Reactome_2022	CAP_up	Formation Of ATP By Chemiosmotic Coupling R-HSA-163210	0.804203184234704	0.67656711800175	0.878924225380918	0.343416457411399	ATP5PB;ATP5MC1
Reactome_2022	CAP_up	PI3K Events In ERBB2 Signaling R-HSA-1963642	0.804203184234704	0.67656711800175	0.878924225380918	0.343416457411399	EGF;GRB2
Reactome_2022	CAP_up	Plasma Lipoprotein Assembly R-HSA-8963898	0.804203184234704	0.67656711800175	0.878924225380918	0.343416457411399	ABCA1;P4HB
Reactome_2022	CAP_up	FGFR2 Mutant Receptor Activation R-HSA-1839126	0.81336796204599	0.696428274816527	0.848483351447485	0.306973190940143	POLR2A;POLR2C;FGF13;POLR2J
Reactome_2022	CAP_up	Plasma Lipoprotein Remodeling R-HSA-8963899	0.81336796204599	0.696428274816527	0.848483351447485	0.306973190940143	CETP;FURIN;P4HB;PLTP
Reactome_2022	CAP_up	Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332	0.81336796204599	0.696770828937398	0.854333373143835	0.308669553013836	TUBA1C;TUBA1B;TUBA1A;AGTPBP1;TUBB4B
Reactome_2022	CAP_up	Dual Incision In GG-NER R-HSA-5696400	0.81336796204599	0.696770828937398	0.854333373143835	0.308669553013836	POLD3;PCNA;RFC2;UBC;SLC19A1
Reactome_2022	CAP_up	Regulation Of Beta-Cell Development R-HSA-186712	0.81336796204599	0.696770828937398	0.854333373143835	0.308669553013836	CREBBP;NOTCH1;EP300;MAML3;RBPJ
Reactome_2022	CAP_up	Signaling By Retinoic Acid R-HSA-5362517	0.81336796204599	0.696770828937398	0.854333373143835	0.308669553013836	CPT1A;RXRA;DHRS9;ALDH1A2;RARA
Reactome_2022	CAP_up	mRNA Splicing - Minor Pathway R-HSA-72165	0.81336796204599	0.698690847591944	0.858264566141535	0.307728110474363	POLR2A;SF3B6;POLR2C;ZMAT5;SNRNP35;POLR2J
Reactome_2022	CAP_up	Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736	0.81336796204599	0.699217843429631	0.838882921589688	0.300146382794	GRIN3B;LIN7A;CAMK2G
Reactome_2022	CAP_up	Basigin Interactions R-HSA-210991	0.81336796204599	0.699217843429631	0.838882921589688	0.300146382794	SLC7A5;CAV1;SLC16A3
Reactome_2022	CAP_up	Gap Junction Trafficking R-HSA-190828	0.81336796204599	0.699217843429631	0.838882921589688	0.300146382794	CLTC;CLTCL1;DNM2
Reactome_2022	CAP_up	TRP Channels R-HSA-3295583	0.81336796204599	0.699217843429631	0.838882921589688	0.300146382794	TRPM2;TRPM6;TRPC4AP
Reactome_2022	CAP_up	Alpha-defensins R-HSA-1462054	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	DEFA4
Reactome_2022	CAP_up	Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	CTNNB1
Reactome_2022	CAP_up	Biosynthesis Of Maresins R-HSA-9018682	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	ALOX5
Reactome_2022	CAP_up	CREB3 Factors Activate Genes R-HSA-8874211	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	CREBRF
Reactome_2022	CAP_up	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	B4GALT1
Reactome_2022	CAP_up	Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	VCAN
Reactome_2022	CAP_up	Defective CHST3 Causes SEDCJD R-HSA-3595172	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	VCAN
Reactome_2022	CAP_up	EGFR Transactivation By Gastrin R-HSA-2179392	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	GRB2
Reactome_2022	CAP_up	Formation Of Editosome R-HSA-75094	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	APOBEC3B
Reactome_2022	CAP_up	Lectin Pathway Of Complement Activation R-HSA-166662	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	FCN1
Reactome_2022	CAP_up	Metabolism Of Ingested SeMet, Sec, MeSec Into H2Se R-HSA-2408508	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	HNMT
Reactome_2022	CAP_up	Nef Mediated CD4 Down-regulation R-HSA-167590	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	ATP6V1H
Reactome_2022	CAP_up	POLB-Dependent Long Patch Base Excision Repair R-HSA-110362	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	FEN1
Reactome_2022	CAP_up	Phosphate Bond Hydrolysis By NTPDase Proteins R-HSA-8850843	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	ENTPD1
Reactome_2022	CAP_up	ROBO Receptors Bind AKAP5 R-HSA-9010642	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	PRKAR2A
Reactome_2022	CAP_up	RUNX3 Regulates WNT Signaling R-HSA-8951430	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	CTNNB1
Reactome_2022	CAP_up	Relaxin Receptors R-HSA-444821	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	INSL3
Reactome_2022	CAP_up	Release Of Hh-Np From Secreting Cell R-HSA-5362798	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	ADAM17
Reactome_2022	CAP_up	Role Of ABL In ROBO-SLIT Signaling R-HSA-428890	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	CAP1
Reactome_2022	CAP_up	Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	FKBP1A
Reactome_2022	CAP_up	Synthesis Of diphthamide-EEF2 R-HSA-5358493	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	DPH3
Reactome_2022	CAP_up	Synthesis Of Epoxy (EET) And Dihydroxyeicosatrienoic Acids (DHET) R-HSA-2142670	0.81336796204599	0.700292344410718	0.878967544083823	0.313138688644831	CYP1B1
Reactome_2022	CAP_up	NCAM Signaling For Neurite Out-Growth R-HSA-375165	0.814175956728717	0.701473795654098	0.861082825385442	0.305315631264821	SPTA1;ST8SIA4;MAPK1;CACNA1D;COL9A3;GRB2;MAPK3
Reactome_2022	CAP_up	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	0.817411421314434	0.704749107278853	0.863198167585391	0.302044619253587	NCOA1;RXRA;CYP4F3;CYP51A1;TBXAS1;CYP1B1;CYP19A1;CYP4F12
Reactome_2022	CAP_up	Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	SH2D3C;PPFIA1
Reactome_2022	CAP_up	Protein Methylation R-HSA-8876725	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	VCP;VCPKMT
Reactome_2022	CAP_up	Purine Catabolism R-HSA-74259	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	NUDT16;NT5C2
Reactome_2022	CAP_up	SHC-mediated cascade:FGFR3 R-HSA-5654704	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	GRB2;FGF13
Reactome_2022	CAP_up	Synthesis Of PIPs At Golgi Membrane R-HSA-1660514	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	ARF3;FIG4
Reactome_2022	CAP_up	Tie2 Signaling R-HSA-210993	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	GRB2;PIK3CB
Reactome_2022	CAP_up	Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	NSF;PRKCB
Reactome_2022	CAP_up	Zinc Transporters R-HSA-435354	0.818098389721603	0.709246396339791	0.820281555714626	0.281809603835318	SLC30A1;SLC39A8
Reactome_2022	CAP_up	Signaling By FGFR2 In Disease R-HSA-5655253	0.826569208848598	0.717354640649536	0.831194863799664	0.276110418704199	POLR2A;POLR2C;GRB2;FGF13;POLR2J
Reactome_2022	CAP_up	Ion Homeostasis R-HSA-5578775	0.826569208848598	0.717576490975364	0.838709677419354	0.278347385947868	RYR2;ASPH;ORAI2;SRI;CAMK2G;SLC8A1
Reactome_2022	CAP_up	FGFR2 Alternative Splicing R-HSA-6803529	0.833859035204054	0.724900127859371	0.802363050483351	0.2581373545167	POLR2A;POLR2C;POLR2J
Reactome_2022	CAP_up	WNT Ligand Biogenesis And Trafficking R-HSA-3238698	0.833859035204054	0.724900127859371	0.802363050483351	0.2581373545167	SNX3;TMED5;WLS
Reactome_2022	CAP_up	Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399	0.835230563924943	0.72659078890368	0.854071947036771	0.272783607461406	POLD3;CDK7;PCNA;SUMO1;RFC2;UBC;RAD23B;RNF111;SLC19A1;PIAS1
Reactome_2022	CAP_up	GPCR Ligand Binding R-HSA-500792	0.836550953893167	0.72823856905139	0.926011637133033	0.293662903272325	CXCL6;ADM;ECE1;CXCL1;CXCL3;LTB4R;CXCL16;ADGRE1;CRHBP;ADGRE2;EDNRB;ADGRE5;ADORA3;GPER1;CCRL2;C3AR1;PROK2;FFAR3;FFAR2;INSL3;CCR2;ANXA1;PTH2R;KEL;ADORA2A;ADORA2B;UTS2;PTGFR;SUCNR1;C5AR2;PTAFR;C5AR1;FPR1;LPAR2;FPR2;HCAR2;HCAR3;C5;GNG10;CXCR1;GNG5;DHX34;HRH2;P2RY1;CXCR2;NLRP3;S1PR4;NTSR1;CD55;CCR1;P2RY13;XK;ADM2;GNB2;GNB1;GNAS;GNB4;F2RL1;GHRL;ACKR1
Reactome_2022	CAP_up	Transport Of Vitamins, Nucleosides, And Related Molecules R-HSA-425397	0.841068769929703	0.736923649574203	0.809274170736766	0.247047925983419	SLC35A2;SLCO3A1;SLCO4A1;SLCO4C1;NLRP3
