library	input_set	Term	Adjusted.P.value	P.value	Odds.Ratio	Combined.Score	Genes
KEGG_2021_Human	CAP_up	Neutrophil extracellular trap formation	4.31071516536154e-27	1.36848100487668e-29	5.87214153683654	390.269962593501	H2AX;ITGAM;SIGLEC9;NCF1;NCF2;ITGB3;AQP9;ITGA2B;NCF4;ITGB2;PIK3CD;PIK3CB;MPO;ACTB;ACTG1;FCGR3A;FCGR3B;H2BC21;CASP4;CASP1;RAC2;CTSG;RAC1;H4C4;H4C3;CAMP;H3-3A;H3-3B;H3C8;H2AC8;MAP2K2;CR1;H2AC6;SYK;H2AC7;PRKCB;CYBB;CYBA;GP1BA;H2BC17;H2BC18;H2BC12;H2AJ;H4C15;H4C14;H4C12;HAT1;H2BC11;H4C11;PPIF;TLR8;PADI4;RAF1;TLR4;TLR2;HDAC4;HDAC5;SELPLG;C5AR1;FPR1;FPR2;AGER;MACROH2A1;HDAC7;C5;H3C13;H3C12;PLCG2;MAPK1;FCGR1A;ATG7;ELANE;H3C6;MAPK3;GSDMD;H4C8;H2AZ1;H2BC7;H2BC8;H2BC5;H2BC6;H2BC4;AZU1;MAPK14;NFKB1;MAPK13;SELP;H3-5;FCGR2A;H2AC20;H2AC21
KEGG_2021_Human	CAP_up	Salmonella infection	1.11773621661967e-25	7.09673788329954e-28	4.62266195961848	288.975299297477	FHOD1;ACTB;ACTG1;PYCARD;KIF5B;TNFSF10;KPNA4;MAP2K3;VPS18;MAP2K4;MAP2K2;TUBA4A;DYNC1LI1;DYNC1LI2;ELMO2;PFN1;RAF1;MYL9;NAIP;ARL8B;RAB5B;RAB5C;LY96;TXN;KLC1;MYL12A;MYL12B;KLC3;NLRP3;NCKAP1L;RIPK1;CD14;FADD;GSDMD;JUN;MLKL;ARPC4;ARPC5;NFKB1;NFKBIA;ARPC2;PLEKHM1;PLEKHM2;TAB3;TAB2;RAB5A;MYD88;TUBA8;ARF1;ARPC1B;ARPC1A;PIK3CD;PIK3CB;PIK3CG;TUBA1C;ACTR1A;TUBA1B;TUBA1A;CASP5;CASP3;CASP4;CASP1;IKBKG;RAC1;ACTR3;ACTR2;HSP90AA1;RIPK3;CHUK;DYNLT1;IL18;RHOG;FOS;RHOA;TIRAP;RHOB;DNM2;TNFRSF1A;IL1B;TLR6;TLR5;TLR4;GAPDH;BIRC2;RAB7A;TLR2;DCTN2;ROCK2;DCTN4;NLRC4;STX10;CDC42;PAK1;CYTH4;MAPK1;BAK1;RILP;MAPK3;TUBB4B;MAPK14;MAPK13;SNX18;ABI1;CTNNB1;ACTR10
KEGG_2021_Human	CAP_up	Shigellosis	4.30492193572923e-23	4.09992565307546e-25	4.33366529815861	243.3511611398	UBE2D3;ACTB;CRKL;ACTG1;PYCARD;TBK1;CAPNS1;CAPN1;GABARAPL2;GABARAPL1;IL1R1;ACTN1;PRKCD;ACTN4;RRAGA;RRAGC;RRAGD;ELMO2;RBCK1;PFN1;TLN1;MYL9;SQSTM1;NAIP;PPID;PXN;BCL10;FOXO4;GABARAP;MYL12A;MYL12B;UBC;PLCG2;NLRP3;RIPK1;CD14;H3C6;JUN;CBX3;ARPC4;ARPC5;NFKB1;NFKBIA;ARPC2;MDM2;TAB3;TAB2;MYD88;NFKBIB;GSK3B;ARF1;GSK3A;CALCOCO2;ARPC1B;ARPC1A;CGAS;ILK;PIK3CD;PIK3CB;HK2;HK1;HK3;CASP4;CASP1;IKBKG;RAC1;H3-3A;H3-3B;ACTR3;H3C8;ACTR2;CHUK;IL18;WIPI1;WIPI2;RHOA;TNFRSF1A;IL1B;HCLS1;ARHGEF2;TLR5;TLR4;CRK;BECN1;ROCK1;ROCK2;U2AF1;NLRC4;CDC42;CYTH4;H3C13;H3C12;TIFA;MAPK1;MAPK3;MAPK14;MAPK13;H3-5;TNIP1;PLCD3
KEGG_2021_Human	CAP_up	Endocytosis	1.21668222633528e-21	1.5449933032829e-23	4.09084167593622	214.869158187697	WASHC4;WIPF2;WASHC2C;IGF1R;WASHC2A;KIF5B;SH3GL1;SH3GLB1;USP8;IST1;HLA-B;HLA-C;HLA-A;HLA-E;RNF41;ACAP2;ZFYVE16;RAB31;HGS;RAB35;CHMP4C;CHMP4B;AMPH;VPS25;STAM2;RAB5B;RAB5C;TSG101;PLD1;SNX3;RAB11FIP1;GRK2;CLTCL1;GRK6;PIP5K1A;PIP5K1B;SNX6;IQSEC1;CAV2;CAV1;VTA1;HSPA6;ARPC4;SNF8;ARPC5;IGF2R;EHD1;SPART;ARPC2;CHMP2B;CHMP2A;MDM2;RAB5A;ARF3;ARF4;ARF1;ARPC1B;ARPC1A;CLTC;ARRB2;CAPZB;CHMP1B;CHMP1A;RAB8A;ACTR3;ACTR2;ARAP3;ARAP1;VPS37B;ARFGAP3;RHOA;EPN1;DNM2;CHMP3;ARF5;RAB7A;CHMP5;VPS4B;ASAP1;CBL;CDC42;CYTH4;CXCR1;CXCR2;EPS15;LDLR;GIT2;HSPA1L;RAB11A;PML;RAB10;CAPZA1;NEDD4;CAPZA2;FOLR3;SMAP2;HSPA1B;SPG21;HSPA1A
KEGG_2021_Human	CAP_up	Viral carcinogenesis	9.11898217058906e-21	1.44745748739509e-22	4.5399158481766	228.299036476132	RB1;YWHAE;CDKN1A;YWHAB;GTF2B;PIK3CD;PIK3CB;RBPJ;CDC20;CCND3;CASP3;H2BC21;CHEK1;EP300;IKBKG;RAC1;H4C4;PRKACA;H4C3;JAK3;YWHAG;YWHAH;SYK;ACTN1;HLA-B;HLA-C;ACTN4;HLA-A;H2BC17;YWHAZ;RHOA;H2BC18;HLA-E;CCNA2;H2BC12;PKM;CCNE2;H4C15;H4C14;H4C12;MAPKAPK2;H2BC11;H4C11;IRF7;TBPL1;ATP6V0D1;IRF9;CREB5;HDAC4;HDAC5;SP100;SRF;PXN;UBR4;HDAC7;CDC42;MAPK1;BAK1;MAPK3;H4C8;LYN;STAT5A;STAT5B;CREBBP;JUN;CDKN2B;H2BC7;GSN;H2BC8;H2BC5;H2BC6;BAD;H2BC4;STAT3;EIF2AK2;NFKB1;NFKB2;NFKBIA;HNRNPK;PSMC1;CDK1;MDM2;GRB2;KRAS;LTBR
KEGG_2021_Human	CAP_up	NOD-like receptor signaling pathway	1.09110176966524e-18	2.07828908507664e-20	4.55015406162465	206.213695809556	YWHAE;TNFAIP3;CXCL1;ANTXR2;CXCL3;PYCARD;PSTPIP1;TBK1;CASP5;NAMPT;CASP4;CASP1;IKBKG;CAMP;CTSB;IFNAR2;GABARAPL2;GABARAPL1;HSP90AA1;CHUK;RIPK3;PRKCD;IL18;CYBB;CYBA;TYK2;TICAM1;RHOA;AIM2;OAS1;IL1B;OAS3;IRF7;CARD16;RBCK1;TLR4;NAIP;BIRC2;IRF9;IFNAR1;RNASEL;NLRX1;TXN;NLRC4;NOD2;MEFV;TANK;GABARAP;TRPM2;IFI16;NLRP3;MAPK1;MFN2;RIPK1;FADD;GBP2;GBP1;MAPK3;GSDMD;JUN;DEFA4;CARD8;CARD6;DEFA3;DEFA1;MAPK14;NFKB1;MAPK13;NFKBIA;NLRP12;TRIP6;TAB3;TAB2;MCU;MYD88;NFKBIB
KEGG_2021_Human	CAP_up	Kaposi sarcoma-associated herpesvirus infection	1.09453527535055e-18	2.43230061189012e-20	4.35887750292182	196.859393149756	RB1;GSK3B;CDKN1A;PIK3CD;CXCL1;CALML4;PIK3CB;CXCL3;FGF2;PIK3CG;ICAM1;CASP9;PREX1;ZFP36;TBK1;CASP3;EP300;IKBKG;RAC1;JAK2;IFNAR2;ATG3;GABARAPL2;MAP2K4;GABARAPL1;MAP2K2;SYK;CHUK;IFNGR1;HLA-B;HLA-C;HLA-A;FOS;TYK2;TICAM1;HLA-E;TNFRSF1A;HCK;MAPKAPK2;IRF7;RAF1;IRF9;IFNAR1;BECN1;PTGS2;HIF1A;GABARAP;PIK3R5;GNG10;PPP3R1;GNG5;UBC;PLCG2;E2F1;E2F2;MAPK1;E2F3;FADD;BAK1;BID;MICB;MAPK3;CCR1;LYN;CREBBP;JUN;STAT3;EIF2AK2;MAPK14;NFKB1;MAPK13;NFKBIA;CLEC2B;GNB2;GNB1;GNB4;CTNNB1;FAS;KRAS
KEGG_2021_Human	CAP_up	Yersinia infection	5.27460093530467e-18	1.33958118991864e-19	5.33613196072032	231.891004593247	GSK3B;WIPF2;ARPC1B;ARPC1A;PIK3CD;PIK3CB;ACTB;ACTG1;CRKL;PYCARD;TBK1;RPS6KA1;CASP1;RAC2;IKBKG;RAC1;MAP2K3;ACTR3;IL10;VAV3;MAP2K4;ACTR2;MAP2K2;CHUK;IL18;RHOG;FOS;TICAM1;RHOA;VAV1;IL1B;ELMO2;CRK;TLR4;SKAP2;ROCK1;ROCK2;PXN;WAS;NLRC4;MEFV;CDC42;NLRP3;PIP5K1A;MAPK1;PTK2B;PIP5K1B;MAPK3;GIT2;JUN;FYB1;LIMK1;ARPC4;ARPC5;MAPK14;NFKB1;MAPK13;NFKBIA;FCGR2A;ARPC2;GNAQ;TAB2;MYD88
KEGG_2021_Human	CAP_up	Fc gamma R-mediated phagocytosis	8.90670946546485e-18	2.54477413298995e-19	6.93005464480874	296.710808471642	NCF1;ARPC1B;ARPC1A;INPPL1;PIK3CD;PIK3CB;CRKL;FCGR3A;FCGR3B;CFL1;RAC2;RAC1;ACTR3;VAV3;ACTR2;SYK;PRKCB;SPHK1;PRKCD;GAB2;VAV1;DNM2;HCK;AMPH;PLPP3;RAF1;PLPP2;CRK;WAS;ASAP1;PLD1;CDC42;PAK1;INPP5D;PLCG2;PIP5K1A;MAPK1;PIP5K1B;FCGR1A;MAPK3;LYN;VASP;GSN;MYO10;LIMK2;LIMK1;ARPC4;ARPC5;MARCKS;FCGR2A;ARPC2
KEGG_2021_Human	CAP_up	Epstein-Barr virus infection	2.03383338033519e-17	6.45661390582601e-19	4.03780772073455	169.11958601827	RB1;CDKN1A;PIK3CD;TNFAIP3;PIK3CB;RBPJ;ICAM1;CASP9;PSMD6;CCND3;TBK1;PSMD4;PSMD2;CASP3;PSMD1;IKBKG;RAC1;B2M;JAK3;IFNAR2;MAP2K3;MAP2K4;ENTPD1;SYK;APAF1;CHUK;HLA-B;HLA-C;TAP1;HLA-A;TYK2;HLA-E;SAP30;TAPBP;CCNA2;CCNE2;OAS1;OAS3;BTK;IRF7;IRF9;TLR2;IFNAR1;PSMD12;PSMD13;RELB;BCL2L11;SAP30L;PLCG2;E2F1;E2F2;RIPK1;E2F3;FADD;CD58;BAK1;BID;LYN;JUN;GADD45B;GADD45A;STAT3;ADRM1;EIF2AK2;ISG15;MAPK14;NFKB1;GADD45G;NFKB2;MAPK13;NFKBIA;NEDD4;PSMC1;MDM2;FAS;TAB2;VIM;MYD88;NFKBIB
KEGG_2021_Human	CAP_up	Lipid and atherosclerosis	2.4651666816722e-17	8.60851857091881e-19	3.87803148253832	161.312011176921	ERO1A;GSK3B;NCF1;NCF2;NCF4;PIK3CD;CXCL1;CALML4;PIK3CB;CXCL3;ICAM1;PYCARD;CASP9;TBK1;CASP3;TNFSF10;CASP1;OLR1;IKBKG;RAC1;JAK2;MAP3K5;VAV3;MAP2K3;MAP2K4;HSP90AA1;TICAM2;APAF1;CHUK;IL18;CYBB;CYBA;FOS;TICAM1;MMP9;RHOA;VAV1;TIRAP;TNFRSF1A;DDIT3;IL1B;IRF7;PPARG;TLR6;ATF6;TLR4;TLR2;ROCK2;LY96;TANK;AGER;CDC42;PPP3R1;RXRA;RAP1A;NLRP3;MAPK1;CD14;BID;LDLR;CAMK2G;MAPK3;ABCA1;LYN;JUN;HSPA1L;HSPA5;BAD;STAT3;HSPA6;MAPK14;NFKB1;MAPK13;NFKBIA;SELP;FAS;TAB2;KRAS;HSPA1B;MYD88;HSPA1A;NFE2L2
KEGG_2021_Human	CAP_up	Osteoclast differentiation	2.71568103967956e-17	1.03454515797316e-18	5.43222506393861	224.962399654993	SPI1;NCF1;NCF2;ITGB3;NCF4;PIK3CD;PIK3CB;FCGR3A;FCGR3B;SIRPA;IKBKG;RAC1;JUNB;IFNAR2;CHUK;SYK;IL1R1;IFNGR1;IFNGR2;CYBA;FOS;GAB2;TYK2;OSCAR;TNFRSF1A;TYROBP;IL1B;BTK;PPARG;SQSTM1;IRF9;IFNAR1;LILRA6;LILRA2;LILRA5;RELB;SOCS3;PPP3R1;SOCS1;PLCG2;MAPK1;FCGR1A;MAPK3;JUN;LILRB1;LILRB2;LILRB3;MAPK14;LILRB4;NFKB1;LILRB5;FOSL2;NFKB2;MAPK13;FOSL1;NFKBIA;FCGR2A;GRB2;TAB2
KEGG_2021_Human	CAP_up	Pathogenic Escherichia coli infection	4.52161072306092e-17	1.86606156824736e-18	4.03171509133259	164.585502017919	ARF1;WIPF2;ARPC1B;ARPC1A;ACTB;ACTG1;PYCARD;CASP9;TUBA1C;TUBA1B;TUBA1A;CASP3;CASP4;TNFSF10;CASP1;IKBKG;RAC1;ACTR3;ARHGEF11;ACTR2;CHUK;IL1R1;IL18;FOS;RHOA;TUBA4A;TIRAP;TNFRSF1A;CLDN9;IL1B;HCLS1;MYH9;TMBIM6;ARHGEF2;TLR5;TLR4;GAPDH;NAIP;RAB1A;ROCK1;ROCK2;LPAR2;CDC42;GNA13;PAK1;CYTH4;NLRP3;MAPK1;NCKAP1L;RIPK1;FADD;BAK1;PAK2;MAPK3;JUN;SEC24A;MYO10;ARPC4;ARPC5;TUBB4B;MAPK14;NFKB1;MAPK13;NFKBIA;MYO1B;FCGR2A;ARPC2;ABI1;FAS;TAB3;TAB2;PTPN6;SEC24D;MYD88;MYO1F;NFKBIB;TUBA8
KEGG_2021_Human	CAP_up	Phagosome	3.83157412399184e-16	1.7589371840805e-17	4.55636896046852	175.781237196809	ITGAM;NCF1;NCF2;ITGB3;NCF4;ITGB2;TCIRG1;MPO;ACTB;FCAR;ACTG1;TUBA1C;FCGR3A;TUBA1B;FCGR3B;TUBA1A;LAMP1;CTSL;LAMP2;OLR1;RAC1;ATP6V1E1;ATP6V0B;ATP6V0E1;ATP6AP1;HLA-B;CYBB;HLA-C;TAP1;CYBA;HLA-A;TUBA4A;HLA-E;DYNC1LI1;DYNC1LI2;HGS;ATP6V1B2;TLR6;ATP6V0D1;SEC22B;TLR4;RAB7A;TLR2;VAMP3;ATP6V1A;STX12;RAB5B;RAB5C;CORO1A;THBS1;THBS3;ATP6V1H;CD14;FCGR1A;ATP6V1D;RILP;ATP6V1C1;ATP6V0A1;MSR1;TUBB4B;MARCO;FCGR2A;RAB5A;TUBA8
KEGG_2021_Human	CAP_up	Autophagy	3.83157412399184e-16	1.82455910666278e-17	4.87781954887218	188.003887783655	MTMR14;PTEN;WDR41;PIK3CD;IRS2;PIK3CB;ZFYVE1;IGF1R;TBK1;LAMP1;CTSL;RB1CC1;LAMP2;PRKACA;CTSD;SNAP29;RAB8A;CTSB;SH3GLB1;ATG3;GABARAPL2;GABARAPL1;MAP2K2;DAPK2;ATG9A;DAPK3;PRKCD;WIPI1;WIPI2;ATG13;RAB33B;RRAGA;RRAGC;DDIT4;RRAGD;ULK1;SMCR8;RAF1;SQSTM1;RAB7A;BECN1;RAB1A;MTMR3;MTMR4;HIF1A;TANK;GABARAP;CAMKK2;PPP2CA;TP53INP2;MAPK1;NRBF2;ATG7;MAPK3;BAD;CFLAR;VMP1;ATG16L2;RHEB;KRAS
KEGG_2021_Human	CAP_up	Necroptosis	5.06480412935129e-15	2.5725989228451e-16	4.2189103799029	151.44388376217	H2AX;TNFAIP3;PYGM;PYGL;PYCARD;FTH1;CHMP1B;CHMP1A;TNFSF10;CASP1;CAPN1;JAK2;GLUL;JAK3;IFNAR2;ZBP1;H2AC8;HSP90AA1;TICAM2;H2AC6;RIPK3;H2AC7;IFNGR1;IFNGR2;CYBB;TYK2;TICAM1;TNFRSF1A;H2AJ;IL1B;CHMP4C;CHMP4B;CHMP3;RBCK1;SQSTM1;TLR4;PPID;BIRC2;IRF9;FTL;IFNAR1;CHMP5;VPS4B;SPATA2;MACROH2A1;NLRP3;RIPK1;STAT6;FADD;BID;CAMK2G;STAT5A;H2AZ1;STAT5B;MLKL;STAT3;EIF2AK2;CFLAR;SPATA2L;H2AC20;CHMP2B;H2AC21;CHMP2A;FAS
KEGG_2021_Human	CAP_up	Hepatitis C	9.7289023089926e-15	5.25051870644045e-16	4.19588014106546	147.623796243308	RB1;YWHAE;GSK3B;CDKN1A;YWHAB;PIK3CD;PPP2R2A;PIK3CB;IFIT1;CASP9;TBK1;CASP3;IKBKG;YWHAG;YWHAH;IFNAR2;MAP2K2;RSAD2;APAF1;CHUK;TYK2;TICAM1;YWHAZ;PIAS1;TNFRSF1A;OAS1;CLDN9;PSME3;OAS3;IFIT1B;IRF7;RAF1;SOS2;IRF9;IFNAR1;RNASEL;PPP2CA;SOCS3;RXRA;E2F1;E2F2;MAPK1;RIPK1;E2F3;FADD;BAK1;BID;LDLR;MAPK3;BAD;EGF;EIF2AK1;MX2;MX1;STAT3;EIF2AK2;CFLAR;NFKB1;NFKBIA;CTNNB1;FAS;GRB2;KRAS
KEGG_2021_Human	CAP_up	Pathways in cancer	1.10582245132096e-14	6.31898543611981e-16	2.35953558525377	82.5785611710283	RB1;SPI1;CSF3R;ITGA2B;KEAP1;CALML4;FGF2;CRKL;IGF1R;FRAT1;CCND3;EDNRB;FRAT2;EP300;PRKACA;IL6R;IL13RA1;IFNAR2;IL15RA;RALBP1;MAP2K2;IL4R;PRKCB;TPM3;DAPK2;HGF;DAPK3;CCNE2;RAF1;IFNAR1;NOTCH2;NOTCH1;CTBP2;EPAS1;MGST1;LPAR2;MGST2;TGFA;CSF2RB;PLD1;HIF1A;CSF2RA;RASGRP4;GNG10;BCL2L11;PLCG2;FADD;STAT5A;ZBTB17;STAT5B;CREBBP;JUN;JAG1;FZD5;GADD45B;GADD45A;NFKB1;NFKB2;GADD45G;NFKBIA;BMP2;SP1;GNAQ;GNB2;GNB1;MDM2;GNAS;GNB4;GRB2;NFE2L2;GSK3B;CDKN1A;FLT3;PTEN;PIK3CD;PIK3CB;LAMC1;CASP9;CASP3;RAC2;ELOC;IKBKG;RAC1;JAK2;JAK3;NCOA1;ARHGEF11;HSP90AA1;GSTO2;APAF1;CHUK;GSTO1;IFNGR1;IL15;IFNGR2;NCOA3;ARNT;FOS;MMP9;RHOA;CCNA2;CKS2;RARA;BIRC5;PPARG;CRK;SOS2;BIRC2;CEBPA;RALB;ROCK1;ROCK2;ADCY4;GNAI3;ADCY3;PTGS2;CBL;GNAI2;CDC42;GNA13;RXRA;GNG5;E2F1;CTNNA1;E2F2;MAPK1;STAT6;E2F3;BAK1;BID;CAMK2G;MAPK3;EGLN1;CDKN2B;BAD;EGF;TXNRD1;STAT3;PML;EPOR;RAD51;CTNNB1;FAS;KRAS
KEGG_2021_Human	CAP_up	B cell receptor signaling pathway	1.17748568278647e-14	7.10229459458508e-16	6.71219484944975	234.127689799562	LILRA6;GSK3B;IFITM1;INPPL1;PIK3CD;DAPP1;PIK3CB;BCL10;LILRA2;LILRA5;PPP3R1;INPP5D;RAC2;PLCG2;MAPK1;IKBKG;RAC1;MAPK3;VAV3;LYN;JUN;MAP2K2;CHUK;SYK;PRKCB;LILRB1;FOS;LILRB2;LILRB3;LILRB4;VAV1;LILRB5;NFKB1;NFKBIA;BTK;GRB2;KRAS;PTPN6;RAF1;PIK3AP1;SOS2;NFKBIB
KEGG_2021_Human	CAP_up	Human cytomegalovirus infection	1.47250138167363e-14	9.34921512173735e-16	3.39713422842478	117.561461824776	RB1;GSK3B;CDKN1A;ITGB3;CGAS;PIK3CD;CALML4;PIK3CB;CRKL;CASP9;AKAP13;TBK1;CASP3;RAC2;IKBKG;RAC1;PRKACA;B2M;IL6R;ARHGEF11;MAP2K2;CHUK;IL1R1;PRKCB;HLA-B;HLA-C;TAP1;HLA-A;RHOA;HLA-E;TAPBP;TNFRSF1A;IL1B;RAF1;CRK;SOS2;CREB5;ROCK1;ROCK2;PXN;ADCY4;GNAI3;ADCY3;PTGS2;GNAI2;GNA13;GNG10;PPP3R1;GNG5;CXCR2;E2F1;E2F2;MAPK1;PTK2B;RIPK1;E2F3;FADD;BAK1;BID;MAPK3;CCR1;IL10RB;STAT3;MAPK14;NFKB1;MAPK13;NFKBIA;RHEB;SP1;GNAQ;GNB2;GNB1;GNAS;GNB4;MDM2;CTNNB1;FAS;GRB2;KRAS
KEGG_2021_Human	CAP_up	Hepatitis B	4.66055911989318e-14	3.10703941326212e-15	3.98280278082693	133.045949386331	RB1;CDKN1A;YWHAB;PIK3CD;PIK3CB;CASP9;IFIH1;TBK1;CASP3;EP300;IKBKG;JAK2;JAK3;MAP2K3;MAP2K4;MAP2K2;TICAM2;APAF1;ATP6AP1;CHUK;PRKCB;FOS;TYK2;TICAM1;MMP9;YWHAZ;TIRAP;CCNA2;CCNE2;IRF7;BIRC5;RAF1;SOS2;TLR4;IFNAR1;CREB5;TLR2;PCNA;E2F1;E2F2;MAPK1;PTK2B;E2F3;STAT6;FADD;BID;MAPK3;STAT5A;STAT5B;CREBBP;JUN;MAP3K1;BAD;STAT3;MAPK14;NFKB1;MAPK13;NFKBIA;FAS;GRB2;TAB2;KRAS;MYD88
KEGG_2021_Human	CAP_up	Tuberculosis	7.657136809986e-14	5.34784158157752e-15	3.71330222422554	122.02684722633	ITGAM;ITGB2;CALML4;LSP1;TCIRG1;CASP9;FCGR3A;FCGR3B;LAMP1;CASP3;LAMP2;ITGAX;EP300;JAK2;CTSD;CAMP;IL10;ATP6V0B;CR1;FCER1G;APAF1;ATP6AP1;SYK;IFNGR1;IFNGR2;SPHK1;IL18;RHOA;TIRAP;TNFRSF1A;TLR1;IL1B;TLR6;ATP6V0D1;CLEC4E;RAF1;TLR4;RAB7A;TLR2;RAB5B;CEBPB;RAB5C;BCL10;NOD2;CORO1A;PPP3R1;ATP6V1H;MAPK1;CD14;FADD;BID;FCGR1A;CAMK2G;ATP6V0A1;MAPK3;PLK3;CREBBP;BAD;IL10RB;NFYC;RFXANK;MAPK14;NFKB1;MAPK13;FCGR2A;RAB5A;MYD88
KEGG_2021_Human	CAP_up	Influenza A	1.12074431721263e-12	8.1832124748859e-14	3.61529320536964	108.943630498519	CALCOCO2;PIK3CD;ADAR;PIK3CB;ACTB;ACTG1;ICAM1;PYCARD;CASP9;IFIH1;CCND3;TBK1;CASP3;TNFSF10;CASP1;EP300;TRIM25;IKBKG;KPNA2;JAK2;IFNAR2;MAP2K2;RSAD2;APAF1;CHUK;PRKCB;IFNGR1;IFNGR2;IL18;TYK2;TICAM1;TNFRSF1A;DNAJC3;OAS1;IL1B;OAS3;IRF7;RAF1;TLR4;IRF9;IFNAR1;RNASEL;NLRX1;SOCS3;NXF3;NLRP3;MAPK1;FADD;BAK1;BID;RAE1;MAPK3;CREBBP;MX2;MX1;EIF2AK2;NFKB1;PML;RAB11A;NFKBIA;FAS;MYD88;NFKBIB
KEGG_2021_Human	CAP_up	Legionellosis	1.38586064347357e-12	1.05589382359891e-13	7.95554269175108	237.705398965819	RAB1A;ARF1;VCP;ITGAM;RAB1B;ITGB2;CXCL1;NLRC4;CXCL3;CASP9;PYCARD;CASP3;HSF1;CASP1;CD14;CR1;APAF1;HSPA1L;HSPA6;IL18;NFKB1;NFKB2;NFKBIA;IL1B;SEC22B;TLR5;TLR4;NAIP;HSPA1B;MYD88;TLR2;HSPA1A
KEGG_2021_Human	CAP_up	Regulation of actin cytoskeleton	2.28804209478344e-12	1.8159064244313e-13	3.15399344029784	92.5287732378851	ITGAM;ITGB4;ARPC1B;ITGB3;ARPC1A;ITGA2B;ITGB2;PIK3CD;PIK3CB;FGF2;ACTB;MYLK3;CRKL;ACTG1;PPP1CB;TMSB4X;CFL1;RAC2;ITGAX;PIP4K2C;RAC1;VAV3;ACTR3;ACTR2;MAP2K2;PPP1R12A;ACTN1;ACTN4;RHOA;VAV1;ITGA7;MYH9;PFN1;RAF1;MYL9;CRK;SOS2;ITGA9;ROCK1;ROCK2;PXN;LPAR2;IQGAP1;IQGAP2;IQGAP3;MYL12A;MYL12B;SLC9A1;FGD3;CDC42;GNA13;PAK1;PDGFC;PIP5K1A;MAPK1;NCKAP1L;PIP5K1B;PAK2;MAPK3;GSN;EGF;LIMK2;LIMK1;MSN;ARPC4;ARPC5;SSH2;SSH3;SSH1;DIAPH2;DIAPH3;ARPC2;KRAS
KEGG_2021_Human	CAP_up	Chemokine signaling pathway	2.3827012910787e-12	1.96667408152528e-13	3.35446830340784	98.1425592861844	CXCL6;GSK3B;GSK3A;NCF1;PIK3CD;CXCL1;ARRB2;PIK3CB;CXCL3;PIK3CG;CRKL;CXCL16;PREX1;RAC2;IKBKG;RAC1;PRKACA;JAK2;JAK3;CCR2;VAV3;CHUK;PRKCB;PRKCD;RHOA;VAV1;FGR;HCK;RAF1;CRK;SOS2;ROCK1;ROCK2;PXN;ADCY4;GNAI3;WAS;ADCY3;PIK3R5;GNAI2;CDC42;GNG10;PAK1;GRK2;RAP1A;CXCR1;GNG5;GRK6;CXCR2;PLCG2;MAPK1;PTK2B;MAPK3;CCR1;LYN;STAT5B;BAD;STAT3;NFKB1;NFKBIA;GNAQ;GNB2;GNB1;GNB4;GRB2;KRAS;NFKBIB
KEGG_2021_Human	CAP_up	TNF signaling pathway	4.33553581324421e-12	3.74178804612863e-13	4.50811763718275	128.995470226802	CXCL6;CEBPB;PIK3CD;TNFAIP3;CXCL1;PIK3CB;NOD2;CXCL3;PTGS2;ICAM1;SOCS3;BAG4;CASP3;MAPK1;MAP3K8;RIPK1;FADD;IKBKG;JUNB;MAP3K5;MAPK3;MAP2K3;MAP2K4;JUN;JAG1;MLKL;CHUK;RIPK3;IL15;FOS;CFLAR;TNFRSF1B;MAPK14;MMP9;NFKB1;TNFRSF1A;MAPK13;NFKBIA;IL1B;IRF1;BCL3;TAB3;FAS;TAB2;BIRC2;IL18R1;CREB5
KEGG_2021_Human	CAP_up	Human immunodeficiency virus 1 infection	4.33553581324421e-12	3.85380961177263e-13	3.15303012557746	90.1279284850039	CGAS;PIK3CD;CALML4;PIK3CB;CRKL;CASP9;TBK1;CASP3;CHEK1;CFL1;RAC2;ELOC;IKBKG;RAC1;B2M;MAP2K3;MAP2K2;CHUK;PRKCB;HLA-B;HLA-C;TAP1;HLA-A;FOS;CDC25C;TNFRSF1B;HLA-E;TAPBP;TNFRSF1A;RAF1;TLR4;CRK;TLR2;PXN;GNAI3;GNAI2;CCNB2;GNG10;PPP3R1;PAK1;CCNB1;GNG5;PLCG2;MAPK1;PTK2B;RIPK1;FADD;BAK1;BID;PAK2;MAPK3;JUN;BAD;LIMK2;LIMK1;MAPK14;NFKB1;MAPK13;BST2;NFKBIA;GNAQ;GNB2;GNB1;CDK1;GNB4;FAS;TAB2;KRAS;APOBEC3A;MYD88;APOBEC3B
KEGG_2021_Human	CAP_up	Apoptosis	9.15001831541819e-12	8.42382638562309e-13	3.83041575492341	106.495295071481	CTSZ;PIK3CD;PIK3CB;ACTB;ACTG1;LMNB1;CASP9;TUBA1C;TUBA1B;TUBA1A;CTSL;CASP3;TNFSF10;CAPN1;IKBKG;CTSD;MAP3K5;CTSB;MAP2K2;PARP4;APAF1;CHUK;FOS;TUBA4A;TNFRSF1A;DDIT3;BIRC5;RAF1;BIRC2;BECN1;BCL2A1;HTRA2;CSF2RB;SPTA1;BCL2L11;MAPK1;RIPK1;FADD;BAK1;BID;MCL1;MAPK3;JUN;GADD45B;GADD45A;BAD;CFLAR;SEPTIN4;NFKB1;GADD45G;NFKBIA;FAS;KRAS;TUBA8
