gene_symbol	D_meta	logFC_d	padj_d	logFC_v	padj_v
EARS2	-3.472906240017819	-0.465024107067123	0.0065255956398606	-0.899582185	2.56078110289851e-07
OSBPL1A	0.215267442399018	0.465011015709538	0.112306526062784	-0.083555315	0.737742547
HEXIM2	-0.41858195823496896	-0.464910297198928	0.0158905758532762	-0.018573869	0.899406906
UXT	-1.582083263015688	-0.464688565982625	1.62179772653052e-07	-0.074210799	0.755085086
SLC48A1	0.04350069695253511	-0.464589944408437	0.0312141696339169	0.459623416	0.019444369
HAPSTR1	2.7943768067778487	0.464577229219293	0.0008577187451502	0.948049646	4.05289478741447e-05
ITPRID2	5.402527540000141	0.464574428336156	0.0396946434500422	1.122695247	8.02897439386859e-10
KCTD3	0.5997270936276072	0.464447297790751	0.0029570829158687	0.111440801	0.599001872
SIPA1	3.272543086031652	0.464415581606526	3.9957811951083e-05	0.768781254	1.3913097714082e-06
IGFBP2	6.841544627166316	0.464319597482864	0.305717798375151	2.650026264	8.44879421859947e-06
OSBPL11	3.257626735773438	0.464101113995358	0.0027937517585321	0.909748422	1.38413050618645e-06
LARP1B	-0.43871486086347067	-0.46410082898979	0.0177203902547507	-0.14239471	0.352143495
ANXA2	0.8048636138271279	0.464073416546561	0.0037273395062108	0.408294213	0.065738237
CYP2E1	-10.058253738494843	-0.463964333246716	0.282872168982076	-2.156151238	5.14024439347387e-10
PRSS53	-1.6687254447566224	-0.463961906883388	0.0141079893167545	-0.677819049	0.000220226
TIGD5	-2.646044062789815	-0.463947494578542	0.0010122432772315	-0.754907273	6.76429870511387e-06
IQCB1	-1.6379422483389492	-0.463927216253066	0.0038712537553548	-0.529014256	8.37411249640192e-05
RAP2C	4.851684870911716	0.463922903856423	0.0002734100976108	1.014497191	1.15068106142348e-08
LYL1	1.011903313039574	-0.463916389934104	0.001857819809109	0.919810317	0.000264453
PRKCB	4.803278693199376	0.463820749916966	7.1766153652641e-09	0.722262936	8.32258832270045e-09
CNNM3	-3.0921364934319406	-0.46366349409118	3.52526912094462e-05	-0.64722491	4.31292260860674e-07
GRPEL2	-4.60326570734848	-0.463625282946953	0.0013935600044178	-0.838625246	2.98765113978894e-10
LINC00426	-2.161934284794247	-0.463618436984231	0.0129188318264066	-0.909723859	0.00016204
CYP4F12	1.7125305744539316	-0.463532093441466	0.351661099260601	1.462647787	0.003269455
SMAD3	-3.772152364830391	-0.463455681227088	0.0008853714948526	-1.011700652	8.73788803716697e-07
UCHL1	4.389417428182029	0.463425839977796	0.39729574871148	2.415205177	0.000276759
PPIL3	-1.2017259793877948	-0.463421995744985	0.00220203733404	-0.51977031	0.005559623
DLEC1	-3.337480676567492	-0.463309281536135	0.215542951469659	-0.948268026	1.93326902383125e-07
ZSCAN21	-0.7370729158078515	-0.463299303842469	0.0040924793805664	-0.253727972	0.035521519
TTC39C	-5.048169058938427	-0.463214548429976	0.0045421476961848	-1.063610834	3.2711468934072502e-09
BMI1	-2.5328115851163577	-0.463113994751652	0.0008199399550855	-0.796136544	2.70707254875256e-05
FUT4	3.1254696145558993	0.463042340257839	0.001900772466273	0.902838561	2.96414834524217e-06
GPD1L	-2.9692041813052543	-0.462935138723606	3.89977661715852e-05	-0.685877087	2.07825216945624e-06
USP48	0.49120914166590396	0.462885348878773	0.0075253324549068	-0.010248713	0.892368023
PTCD2	-5.173449651336289	-0.462819667807731	0.084694754196367	-1.071778528	5.44205581852798e-10
RABL2B	-5.27783158175927	-0.46260687588809	0.0010565741891251	-1.00476672	6.32228810640136e-10
NAA16	-2.325193326556316	-0.462554034746162	0.0147125518727241	-0.574603969	2.40780204402179e-07
NDUFAF4	-1.2113564330683253	-0.462411510176477	0.024919774857357	-0.666975169	0.003014962
WDR4	-2.5720438042872225	0.462378719686679	0.232242720398978	-0.87290574	5.90205975773369e-07
WTAP	1.1571891144746096	-0.462267049117693	0.259163354098679	0.509704656	8.46292396589407e-06
TMEM181	-4.098778271127857	-0.462161231313161	1.6859388144448e-05	-0.866853987	1.22396005239958e-07
ME1	0.1280638193334051	0.462103973250529	0.269341875987982	-0.078101424	0.810388121
KAT2A	-1.5312299797113982	-0.462089571519687	0.0018762362616298	-0.707929378	0.002843662
KEL	3.2862266717698194	-0.462031903522951	0.388031675401805	1.944597308	0.000333014
UBQLN4	-1.5661512250009282	-0.461995388547026	0.0021125948305781	-0.618562706	0.00085944
KLHL18	2.072870534902206	0.46199534455369	0.0001163617750311	0.442828245	5.52719400324418e-06
IER2	4.416819163729041	0.461937933695657	1.29689378596046e-05	1.603297872	7.91385197470475e-05
SPINDOC	-0.39511944937697685	-0.461918543173984	0.0999433942164626	-0.340253609	0.108493939
FLII	3.0025283153161686	0.461896124868891	2.67369983880584e-05	0.728192415	4.5088969978469e-06
ESPN	-0.08466534466017758	-0.461832544540818	0.407761594014191	0.147478738	0.847520025
PIK3R6	-0.3010631674076785	-0.461828788572487	0.0255349768619635	0.201652164	0.217744549
FYN	-4.3753357714790155	-0.461775855305201	0.00168144296366	-1.208642265	6.60405484019579e-07
TERF1	-0.5705960739709138	-0.461603095241829	0.0204984761881485	-0.215535511	0.020942583
TMEM140	4.906376518803956	0.461202825948995	0.0301673611069921	1.566229243	1.52226015719306e-06
RAB33A	-0.3173285345716674	-0.461113790596492	0.0056035452678218	0.362363266	0.076969238
ERMARD	-3.9397145921679604	-0.461097661073299	0.0025562414116312	-0.85126097	1.39612610235726e-08
ZNF252P-AS1	-0.3285136087341901	-0.461093938110414	0.0579600685522579	-0.286328841	0.497914002
FTO	-3.6731497618193987	-0.460831064380256	0.0525288345913832	-0.946154685	7.21543886315939e-08
S100Z	0.503431321902565	0.460800756190178	0.0157541616423067	0.254969193	0.20363556
H3C12	1.9127210245790127	0.460770879106564	0.341398827701991	1.749225362	0.008629994
SBDS	-0.521940226500704	-0.460364387276267	0.0040122938851385	0.231823656	0.554155896
LINC02693	-0.24737605499531468	0.460279076591366	0.0537965267401356	-0.516435157	0.008142455
SLC26A6	3.3330196463169415	0.460244753335296	0.000555019816621	1.060140754	1.33513955033155e-05
SNX13	1.534736967919705	0.460074993627454	0.0015780440938841	0.708546582	0.003070807
RPS15	-1.5155368248506782	-0.460043048643348	4.44139120761481e-06	-0.534447819	0.086277778
ZC2HC1A	-4.597065709729828	-0.459917296338917	0.0497340826077301	-1.189895729	5.97315197397978e-08
NAPSA	-0.5451537620202477	-0.459911224729094	0.108535528043	-0.47020317	0.042122827
DIDO1	-1.1027034125417117	-0.459789417989126	0.0006718392231956	-0.242000513	0.000821887
DCTN4	3.6822402742641267	0.459682106667626	0.0042466507899927	0.794214408	1.24950159950537e-08
BLTP3A	0.36130402635974523	0.459613207623345	0.0226802936537785	-0.100117318	0.466458703
NHS	-0.3185312804325718	-0.459548136728543	0.139883019040336	-0.381953002	0.229016984
ACBD4	-1.5603759082373259	-0.459415830252791	0.0708081378862038	-0.635880449	8.37597333399181e-05
PRPF19	-1.1809694866172489	-0.45912966772452	0.0044240371817652	-0.559424154	0.005128968
LAMC1	2.2994596948716124	0.459014327754778	0.0722697179424444	1.053786222	0.00013578
NBPF3	-2.4982478570296656	0.458986616123676	0.0017019542138245	-1.205672956	6.33417354165303e-06
RTL10	-3.2171975718460413	-0.458738738819898	0.0031647002041327	-0.583506889	7.67093805002217e-10
BIRC3	-1.2118362479863847	-0.458611821734022	0.0187685228817058	-0.691289311	0.004359283
BCL9L	-6.495005252756381	-0.458571543918856	0.0175514628243678	-1.717578653	8.03947123319703e-08
ZBTB4	-6.016156099342603	-0.458428266507633	0.0031414828952492	-1.21554211	1.00970355799337e-09
GABBR1	-0.1443073231044058	-0.457972506994334	0.222127483757442	0.083933969	0.747187877
ARHGAP9	5.422183481988066	0.457799818635928	0.0006357883787298	1.259071271	3.53266733842003e-08
ANKRD35	0.5207141446379624	0.45765221302398	0.0190285384815745	0.450785529	0.273244616
PPIP5K1	-3.1606619811221526	-0.457643700369184	0.0012169781125668	-0.915783487	3.58027801854103e-06
TMPO	0.1106566749061315	0.45754241345157	0.125639131035895	-0.234569141	0.153558251
DSP	-4.032260232740433	-0.45753844609053	0.145832020355957	-2.025445898	0.000161168
EFHC1	-3.28966021252267	-0.457473726897576	0.0467400684424959	-0.754504331	1.21051215608908e-08
ACP5	-0.19662635463463402	-0.456975666491705	0.0710831480846918	0.262990029	0.316319216
MFNG	-1.6470136134510527	-0.456905641485449	6.11251300578014e-06	-0.407265406	0.005769046
P4HA2	4.486429488941659	0.456816349492025	0.240434940001764	1.658028729	5.73819518050964e-06
MNDA	9.3466685657765	0.456816322266029	0.0094528788184781	1.873544966	2.2815928803549e-10
FHDC1	7.705547381376874	0.456665659849945	0.190571092886328	2.436670975	6.45964244978463e-07
REEP6	-8.094105315906047	-0.456627561654808	0.298714251841782	-1.900597325	3.96105736859378e-09
RUFY2	-2.3208671473882494	-0.456544010155207	0.196639368353836	-0.567414564	2.43239838910215e-08
ALDOC	-1.1533033947492983	-0.456409771423529	0.0016920160348889	-0.458229314	0.005331519
MEGF8	-1.1225273533813311	-0.456407158146348	0.145537382754954	-0.550153593	0.000410788
CXCR3	-0.9390751625557224	-0.456366277284755	0.214844606051718	-0.750686276	0.008018846
RPUSD2	-2.1669191953814018	-0.456364758290618	0.0201592301695225	-0.782913165	2.83662487024656e-05
DDX55	-2.233446166354894	-0.456268903795046	0.0008308096046022	-0.671330998	2.75339379345421e-05
PTGER4P2-CDK2AP2P2	4.639093468955548	-0.455913985852671	0.296625704427395	1.386680234	1.36527333973504e-07
ZNF211	-2.273774446651952	-0.455884452895101	0.0001731276699459	-0.517297317	3.34246538021747e-06
CARD8	1.6000825165173522	0.45588403306974	0.0003961664483346	0.565615771	0.001214099
LYRM9	-3.1547993322292274	-0.455862542530873	0.0842455068510572	-0.780437986	3.48068616301532e-08
ZC4H2	-3.4852805198858734	-0.455782860482567	0.160981830613522	-1.030929653	3.88281452594773e-07
RAF1	4.349220418951076	0.455701452893148	0.0001058874421101	1.02720836	1.97352482673244e-07
MYADM	4.599013921943304	0.455466752039724	0.0027074321365973	1.296332625	6.40591292147309e-07
THUMPD3	-0.40965600366590976	-0.455225241368368	0.180435292033557	-0.294787854	0.023393527
GDF9	-0.19570898533254688	-0.455113677587267	0.292173103274061	-0.250653822	0.256243239
ZBTB11-AS1	0.11337188797825007	0.455106118688193	0.0740643869633768	-0.278327872	0.092536497
PROM2	-1.3683246968626277	-0.455071488761181	0.249587272808271	-0.869609518	0.00147384
IFT52	-0.39589298773650966	-0.455042434181045	0.0205399915892449	-0.073857242	0.473979689
PIN4	-0.6460996754027958	-0.455008659885261	0.0019247081804015	-0.178283952	0.481662445
NPC1	-2.2319827169675714	-0.454866926850318	2.8657488289093e-05	-0.538533967	3.53090416528797e-05
RANBP2	0.16674174650658893	0.454770337263948	0.21242548744497	0.096655971	0.519170071
LYAR	-0.8614655734789899	-0.454762491794733	0.0183493583242263	-0.562661771	0.021942845
THUMPD2	-2.164647738848913	-0.454539393604866	0.0047146726059319	-0.701465955	2.1666246041514e-05
UACA	0.009240096859820648	0.45446704297056	0.332427370996865	-0.322586123	0.241792379
ESYT1	-2.6439853700485556	-0.454410503699666	0.0058056271971388	-0.948312776	3.12841377064542e-05
ABHD5	5.103647394815097	0.454294364279954	0.0786762978917434	1.532686218	4.6498710716603e-07
TNPO3	5.247777826219542	0.454219051104475	7.16345718518815e-06	0.921265429	1.29339893607604e-09
TOR2A	0.8164926595792124	0.453901803979432	0.0709889193883947	0.415920758	0.002125803
TIAM1	-3.678851239525904	-0.453853951379531	0.0699249579656367	-1.298740503	5.4762533544241e-06
OSGIN1	1.508832681649803	0.45376310505543	0.0305209455678966	0.795369753	0.001176264
RNF126	-1.5137734078484968	-0.453737390621128	0.0002870237990244	-0.576269257	0.003429485
NAA40	-1.446385178115083	-0.453707368150226	0.215642766759112	-0.686495181	0.000168466
HBM	4.489497487475384	-0.453689721395742	0.25515445785231	3.154454206	0.001170129
CDRT4	-2.870501104919771	-0.453524803128965	0.107712871881073	-1.217362308	4.41153111909422e-05
TUBGCP4	-1.5821321602215217	-0.453476775118864	0.0031668179990956	-0.555407344	0.000220539
LINC01089	-1.3566029002347404	-0.453465763741939	0.0241355324059293	-0.635906855	0.000770295
NEDD9	0.8253111408358053	0.453403449794089	0.0911243106976882	0.68255491	0.018740805
HNRNPU	-0.43191434983406596	-0.4533988851906	0.0133734795848853	-0.06115042	0.584306687
SPATA7	-3.1664140986819587	-0.4530377483158	0.122017960797199	-0.828194551	7.12175717909632e-08
RAB7A	7.158820247791681	0.452935364339007	2.18558812771269e-05	1.307594666	3.62079150610546e-10
GSKIP	4.168043530475214	0.45279222782825	0.0548489085710981	0.919710671	3.5051100556084e-09
ODAD3	0.6547480001463146	0.452658537321244	0.243291951304989	0.654937759	0.026598411
RAB8B	3.712532079963614	0.452599020106701	5.82179833534748e-05	0.858272717	3.81906557127845e-07
PROSER2	-0.17725343033450552	-0.452595824500437	0.164761905358304	-0.006868183	0.980243119
CNOT6L	-2.516156886774418	-0.452524179809938	0.0004294917119578	-0.557908631	5.14034746586844e-07
LIN9	-0.7755177962504802	-0.452505263211504	0.22837882174918	-0.587149564	0.007122554
SLC39A7	0.8422812627339381	-0.452423751963633	0.305755190006358	0.628161104	0.000886363
PSMG3	-0.5921763528850055	-0.45237346143595	0.0050910353566159	-0.216308491	0.209190256
SLC23A3	0.1361216268428914	0.452302298874695	0.267703143497313	0.104108766	0.74401284
ABCC4	0.4119010073955372	0.452176322398474	0.136460287653899	0.458567291	0.113885716
COCH	-0.4196716930213429	-0.452162012081353	0.199275381341541	-0.516210448	0.097197534
CTNND1	-2.2638980518306346	0.452155975892015	0.222777759178748	-1.021324508	1.896843773063e-05
SMC6	-0.17801846418770118	-0.452150786890296	0.263549428869372	-0.143941341	0.22167199
LTBP4	-3.4366218365397185	-0.452084831616651	0.0226395082775761	-1.290153671	1.77423045164044e-05
POGLUT1	-3.265729651715907	-0.452029346041229	0.0024031076339646	-0.826515136	3.38801730331898e-07
INCENP	0.17353635549100868	0.45199744030331	0.169472651953521	-0.023670164	0.875033535
KPTN	2.5932590881553486	0.45196890314842	0.0380347264604909	1.051052087	4.7418426353456e-05
SNORA11B	0.24722688338619214	0.451960613076738	0.0837910244340754	0.137127118	0.877513396
NUP42	-1.4660721232061373	-0.4519272275453	0.0001752423777283	-0.447142535	0.001733964
TBX21	-4.577471075761445	-0.451753304550495	0.0013757634151868	-1.517181788	6.57414494404973e-06
ZCCHC10	0.4015583809027973	0.451547511436313	0.125779208899866	0.286592358	0.041336767
BMP8B	0.17239352487184167	0.451377496904653	0.251619027271255	0.203895332	0.432131844
NRBP2	-0.8091440130408712	-0.451302918228338	0.0016265696578232	-0.39870029	0.125242061
NSUN5	0.4646245665213826	-0.451291624223891	0.003711967138929	0.564006354	0.000255696
TMUB2	6.510429562090001	0.451261470130834	0.0001074410464384	1.222935641	5.565637618937801e-10
RASSF1	-2.058510153492278	-0.45111300595675	3.85300757405342e-06	-0.601692695	0.001647541
LYSMD1	1.20731596921661	0.451074772293513	0.0802656404185891	0.795141706	0.003843405
TIAM2	0.5355110245708674	0.451014852305414	0.365273703546051	0.641385546	0.043421497
NAALADL1	-1.2124242730742774	-0.450997463013592	0.0032760253967347	-0.648274315	0.00972925
NUDT21	-0.6440473575931641	-0.450940630646692	0.0051140067732092	-0.251812979	0.097232606
PRP4K	-0.5715352692209553	-0.450851057698513	0.010978288348322	-0.250933788	0.092318931
CDAN1	-1.2912184278087555	-0.450761489404655	0.0039164400492072	-0.513231294	0.001208919
CRACDL	1.2536616458977994	-0.4505175172601	0.15056075076261	1.010756149	0.001421824
USP44	-8.841325855069087	-0.450467177993957	0.23000341569551	-1.836537351	2.37519055466816e-10
TELO2	-0.6226004588558127	0.45035982471185	0.0891657418935282	-0.664137974	0.002589428
KIAA1586	-0.80290915407384	-0.450344177639594	0.278507978512794	-0.471461583	0.00133123
TGFBR1	0.5483065570065835	0.450340383849726	0.159809216385681	0.48099302	0.029224792
AP2A2	-0.5126200449693588	-0.450214955191209	0.0053466347626641	-0.026215959	0.810796294
LAPTM4B	2.566415104537115	0.45018027894572	0.0207496833978361	1.230596162	0.000278397
CRELD1	-3.8639144832473313	-0.45013144996265	0.0005455739918588	-0.771966013	7.70100501759746e-09
SGMS1	1.0368751052673173	0.45006351520365	0.0545955390508011	0.453302577	0.000477595
PLPP6	-1.5633423555186445	-0.449963954843405	0.0008594163195193	-0.445471298	0.000119644
TMEM64	-0.8617241277649494	-0.449851321910383	0.0011099911879926	-0.284415552	0.041087885
FAF2	0.9109808941250963	-0.449828637647397	0.413984143334102	0.375682286	4.9163188478335e-06
ADPRM	-2.7275501780727875	-0.449824588092103	0.0044917797362169	-0.564387842	1.59522701110362e-08
DENND10	3.651505080289535	0.449807441208113	0.0002575748206939	0.940039203	8.88163600765126e-07
OS9	5.398480085031557	0.449802108981808	0.0005456439535711	1.092219427	2.77394876773968e-09
TSHZ1	-5.8393452145010585	-0.449701419141969	0.0035200591070104	-1.096221074	1.25364378699807e-10
NOSIP	-0.7786147677814964	-0.449582548907669	0.0007019744997628	-0.210925006	0.218346293
TMOD3	2.991961529083319	0.449445299644103	0.0013077902154569	0.77266031	8.56338960979688e-07
DDX24	-1.2919284376079256	-0.44919729372587	0.0050395695453858	-0.621626801	0.003189201
SPG21	2.6238724159484628	0.449149206666694	0.008187280628812	0.616279098	1.0122404661564e-07
MEG3	-3.1740229256743078	-0.449050779132157	0.30680756746982	-1.74678401	0.000314615
TBC1D25	-0.6767583985162523	-0.448991083844932	0.0003989453552117	0.179977044	0.109837696
DHRS11	-1.4383965155516736	-0.448972213226943	0.0113199612039738	-0.569489745	0.000303931
AQP3	-0.9729684465880065	-0.44885028549287	0.296157029136113	-0.828495391	0.008660662
TOP6BL	-2.318821847999042	-0.448829226826492	0.157182928548986	-0.938707563	2.77823574387249e-05
GEMIN7	0.248987622642309	-0.448738547292909	0.274479962222192	0.329257746	0.005276429
STEAP3	0.3729129968937675	0.448703248369758	0.160107415843617	0.363523628	0.085182545
NOC2L	-0.32540633369901756	-0.448650552069594	0.225694233517034	-0.3558935	0.096894679
ASB3	-0.20884564070023462	-0.448641140834054	0.121493631190331	-0.043407067	0.690394071
GPR75-ASB3	-0.20884564070023462	-0.448641140834054	0.121493631190331	-0.043407067	0.690394071
MYO5A	0.7665115800429698	0.448501398425124	0.0003875856728388	0.031813551	0.810589811
FBXO21	-5.003050113299963	-0.448315622821146	0.0022308898100842	-0.970209242	7.163499221316611e-10
HMGN1	-0.4302949078884047	-0.448166871916799	0.0163884545225714	-0.190299813	0.48148234
SGK1	-0.3648001868321991	-0.448100301605907	0.023852361238415	-0.051313812	0.891010813
IMP3	-1.1450003020393424	-0.447990951365924	0.0009157599932386	-0.47481359	0.011057069
TRAF3IP3	-1.0362920583808128	-0.447852949545277	0.0011350006417164	-0.372584129	0.009489006
CENPF	1.5460327241502911	0.447765224344683	0.219321900626315	1.099491357	0.002858076
LARGE2	-3.4000844410099162	-0.447764806056006	0.159105381198347	-1.416391465	2.8269524980324e-05
DNMT3A	-0.4580979357828414	-0.447714242357264	0.141719658922477	-0.293838707	0.014959613
PECR	3.9630921677666553	0.447675753890456	0.0156412021618222	1.260295458	2.25037634543522e-06
LAMTOR2	1.725101401536722	0.447656681735712	8.15111847527163e-06	0.635776463	0.014331957
MFSD6L	-0.2243818104595817	-0.44753469215421	0.0934117125942804	0.111933832	0.780975587
RPL32	-1.7806223068501221	-0.447298649651332	5.23664529396681e-08	-0.460212807	0.217556815
GUCD1	-0.583127000722425	-0.447295863114434	0.0016918441540558	0.176366957	0.383105169
COL6A1	-6.2114983188180775	-0.447267814334683	0.22837882174918	-1.954496084	6.17423068911088e-07
ACO2	0.12629856066762213	0.447128275154531	0.276821190637513	0.032893036	0.799943641
SRSF10	-1.086993564572631	-0.446984329263245	0.0038900977281381	-0.439377579	0.003190688
DNASE2	1.0648100769696538	0.446823340260651	0.0003071758438242	0.378734389	0.033198606
ZNF428	-0.9852386167303653	-0.4468145473262	0.0005813521630902	-0.461067278	0.072746326
TSEN34	6.999833183087945	0.446694932893589	0.0050243721978209	1.598445966	7.558571445110411e-09
ZNF558	-1.4477662656007992	-0.44663332757041	0.0065202932065829	-0.554629545	0.000346315
PSMA1	0.0048057244215711226	-0.446623461661614	0.0722521329582464	0.285067211	0.015080309
PTRH1	-0.6457336015042335	-0.446492661264735	0.0148416258757469	-0.405060126	0.067176643
DUSP6	-0.30431201665624974	-0.446464876189279	0.104996127062138	-0.303155591	0.271589837
RUNDC1	2.839547568228833	0.446460504366767	4.55790200574491e-07	0.624169123	2.7358341448158e-05
PGAM1	6.439525972791714	0.446440748918778	1.56731365028163e-06	1.043829697	3.9451001548006096e-11
TMEM41A	-1.8572832657963478	-0.446437535883724	0.0138415914395988	-0.560508395	7.13471471673742e-06
SPINK8	10.250240670606765	0.446299507238928	0.380525612840413	3.074201655	2.46710459086058e-07
USPL1	-0.9760519184216421	-0.446225215491941	0.0005508468138684	-0.287985987	0.018672471
TCAF2	0.04431236208727131	0.44619738705415	0.321359977728393	-0.200085372	0.22055097
LUC7L3	-0.8666913282520436	-0.446154983110185	0.0079447686462004	-0.490437896	0.023765914
MCU	7.019525027210569	0.446119072721567	0.0008760715596146	1.276575584	1.77734069732999e-11
SEMA4B	5.701854882077221	0.44575493796285	4.01906291769813e-05	1.195245102	1.24458957756845e-08
AFDN	-0.008961528341391509	0.44572543066471	0.302797978997102	-0.313226978	0.160123219
TMEM44	-0.2815066622407143	-0.445723652872351	0.380188434915872	-0.399430957	0.114588035
TRIM38	1.9393519590306156	0.445647471631277	0.0001523135452499	0.599874878	0.000234418
AP1M2	0.7492842466480092	0.445595267923276	0.326090099889297	0.757933221	0.020367391
CHPT1	5.758780869566785	0.445558522010352	0.0555273315066672	1.613614419	1.6168248561295e-07
COPS8	-0.6779805963407822	-0.445326521175832	0.0053305623009	-0.261343722	0.048431768
BPTF	0.3952234645318266	0.445145728871434	0.0160990122029577	-0.045755167	0.675730746
CHST14	-0.6922453676221506	-0.445125270348947	0.0063492107761091	-0.308011069	0.047916295
KMT2C	0.6884561705924158	0.445118824702258	0.0021450958922944	0.286968783	0.219321636
SNORD4A	-1.1961422624774625	-0.445093094745446	0.0920515666925857	-0.651817515	0.00108952
PHAF1	3.0738500709489136	0.44479166438311	0.0033157477654344	0.710170432	7.86493225758757e-08
KIF1C	1.37248176046966	0.444760364473813	0.16622015365489	0.576828179	6.95292647563402e-05
MACROH2A1	4.040016376356146	0.444758121652049	5.09943240995624e-07	0.803594163	2.67648747963625e-07
ZNF219	-0.40594534579750485	-0.444715687524054	0.166503164408215	-0.351187971	0.047215649
GPR34	-0.4357939695080289	-0.44469656773819	0.213344792897856	-0.638032357	0.126345912
DCK	-0.864326184985025	-0.444485444926764	0.0067390719351997	-0.346420148	0.006252279
IFIT1	2.3449029629495337	0.444459451948122	0.542141233708713	1.99595215	0.005123296
ABHD6	-1.496981878679831	-0.444397748599021	0.0001916778505339	-0.564992074	0.004215401
RFESD	-0.582213775529193	-0.444339617869774	0.248221020620869	-0.50147624	0.01637615
GAPT	-0.02234853869323178	-0.444328327375137	0.0053168988426327	0.594465361	0.023727417
HMGXB4	0.2783266265442867	0.44428085472202	0.141882308562138	0.163098073	0.078914934
WDR26	3.629786353271906	0.444211043993106	0.0006294037322487	0.882100981	2.40967620038519e-07
LGALS9	2.3249738513365807	0.444196458521736	0.0417666979602103	0.909163064	3.62487798386029e-05
ZNF404	-3.1463772822143508	-0.444182223983693	0.337581048608715	-1.247413756	1.32828744225821e-05
CHCHD4	0.1381233032062024	0.44414538677055	0.238784911718554	-0.001942799	0.989662288
P2RY13	5.911695308012921	0.443891657501206	0.0295623416365121	1.750788415	4.3096752081216e-07
NSUN6	-2.6464270368360343	-0.443671868016269	0.0075797236213903	-0.643467823	1.72272067143329e-07
RHOF	-1.2171404295064423	-0.44360292110969	0.0355309304258769	-0.546474212	0.000527267
TANC2	0.4560441640352566	0.443579616915263	0.020610579564093	0.275189441	0.253003858
STX2	-0.6405323211312991	-0.443520187126641	0.0031232549270496	-0.230558859	0.183321882
LINC00205	-0.8778044760922088	-0.44345616445108	0.0542841250022854	-0.377906667	0.000690539
OCLN	-0.095015349747742	-0.443002746275941	0.301281053303617	0.208825834	0.637804954
ALG10	-2.47872858308391	0.442944668789282	0.226551748216381	-0.76737398	1.46962017047806e-07
ETV7	2.9588210790586364	0.442755894951834	0.468094924106002	2.182897444	0.002269626
CENPL	-0.21063571778964935	-0.442470204114777	0.163070243448307	-0.144579947	0.313815864
SLC7A7	0.5351976166158252	0.442288658934615	0.0040437033603892	0.092134834	0.742732011
GTPBP8	-2.0515078647440497	-0.442287345570024	0.0215066357499734	-0.5668626	1.15568176675004e-06
TTC8	0.2179885702258818	0.442231507194481	0.250402692628854	0.247347268	0.205380969
KCTD9	-0.26440552034181725	-0.442172637764564	0.0597685929806602	0.055597723	0.603368506
CENPQ	-0.16050633119945146	-0.442144284649908	0.305883281851885	-0.213711812	0.364957182
RPL38	-1.884193185354676	-0.441973850358055	9.391476019335113e-09	-0.503139939	0.361096031
CLIP4	-2.369365910582702	-0.441903976289863	0.0121961511293055	-0.861948095	3.04407306112592e-05
EIF1AY	1.2470587712341343	-0.441851610287157	0.673748842676742	2.6230865	0.104779867
HINT1	-0.7386171232651487	-0.441663550830397	0.0006224758702859	-0.204336888	0.501108285
SESTD1	4.111176019428687	0.441634292962841	0.000281726771731	1.018600451	2.93017343409159e-07
ULK1	5.129741180838059	0.441459289348439	0.001515818170908	1.148890048	1.41371872604364e-08
ITPK1	3.0425728913825134	0.441457132215871	0.0050091560801332	0.986794436	7.28550315924699e-06
ZRANB2	-1.7275687650526241	-0.441455688127842	8.50136893080362e-05	-0.491895513	0.000425583
ZNF155	-0.2728488880164646	-0.441422518929378	0.0549974381172599	0.055193942	0.649528917
MRPS26	-0.7097176513313085	-0.441412984646552	0.0134299297514932	-0.448028528	0.047435661
OTULINL	3.0619545131374446	0.441398790468244	0.0091428552144179	0.950304516	3.1832559300248e-06
PLAAT3	-0.39898178194187417	-0.441255365147702	0.149888796880594	-0.477206113	0.123021103
CFAP184-OT1	1.0309436692928182	0.441206939700264	0.426199550012319	1.54615905	0.059174957
RTCA	0.8262337391528917	0.44119689824033	0.0008042848199147	0.187985929	0.029684129
SPECC1	0.10721133033192334	0.441128899276334	0.324776791823684	-0.029431644	0.922484198
RGS12	-6.302504251121597	-0.441103588507001	0.0427096444981369	-1.304725814	5.33801979638078e-10
PHETA2	0.3229557255228681	0.441029838954482	0.253067603734393	0.330857066	0.069701768
D2HGDH	-1.118969569074262	-0.441015245507905	0.0031576370268616	-0.607391931	0.013525635
CBR3	-3.609222954750445	-0.440969755466026	0.177055699646142	-1.293186917	4.72581526215047e-06
MIB2	-0.6772852431188023	-0.440924972776196	0.0006218228183657	0.143148957	0.385985535
MYLK	0.31465699836804106	0.440859897670173	0.104996127062138	0.38892926	0.310065657
RRAS	0.9676048764865677	0.440794814539243	0.0072831893677883	0.517158968	0.012023341
NPM3	-0.38999227301402106	-0.440729858544044	0.0180771286028674	-0.078312284	0.705813078
MTSS1	-4.055812473497548	-0.440729683103674	0.0050435853569033	-1.12052302	4.61672683698754e-07
ZNF687	2.630168848338165	0.440590331450616	0.113637302577154	0.834786873	1.57413851170134e-06
UBN2	-1.2287920342318417	-0.440558098609683	0.0018391274922597	-0.37423216	0.000449969
EHBP1	-2.8782650153625657	-0.440527476745977	0.001294780927501	-0.618725696	5.64253853345689e-08
MTERF3	-1.8480920883893435	-0.440485888628378	0.0043431263926317	-0.647564788	7.92482558690787e-05
