gene_symbol	D_meta	logFC_d	padj_d	logFC_v	padj_v
RERE	1.718612764205837	0.39869595414508	0.0007853149451142	0.674033096	0.000545903
ZYG11B	1.212203063203823	0.398639935301288	0.0003039619948693	0.439924807	0.004744102
RAB10	6.223696158535258	0.398635467770651	4.26668886154441e-06	1.047574089	4.4979531781995086e-11
ZFYVE1	2.3695833021683095	0.398615936304688	0.0002799996847522	0.614078494	3.87895476174773e-06
JKAMP	3.4553483760089247	0.398581211406905	0.0016554351403262	0.749209963	1.79121520984308e-08
DOHH	-0.16850035557663753	-0.398515573575704	0.14421863101492	-0.034905184	0.884668765
JMJD7	-3.7215324388607764	-0.398436460884402	0.373909310191284	-1.084286054	1.96013999473234e-07
GSPT2	-2.418435739755256	-0.398332725144368	0.0478859991770383	-0.929460539	2.29962302436081e-05
SINHCAF	-1.5792763872533477	-0.398227793930912	0.001784468559295	-0.364710078	2.1908657351458e-06
MS4A14	-1.2659891864080572	-0.398154058240389	0.222848086919941	-0.893242225	0.002857758
TRPM7	-0.6296919724949884	0.398131974328966	0.319678241999511	-0.395753774	0.000208687
TLE4	3.257766744711533	0.398116176460658	0.0001447498914274	0.928586911	4.26038938032011e-06
RNASE6	-0.26151309651649246	-0.397989573516364	0.0427910239352784	0.131200386	0.683514393
MRI1	-1.666503188104913	-0.397860422188858	0.0061296700152109	-0.693918118	0.000292019
GPSM3	4.7877314710034	0.397858391836637	3.99631908552892e-05	1.133087178	1.23952518330203e-07
GCOM1	-0.05768895893567455	-0.397834453437874	0.0075437813671289	0.798474394	0.122185906
POLR2M	-2.273283377001978	-0.397834453437874	0.0075437813671289	-0.702007041	5.32423966918891e-06
IRAK2	0.8885888542300204	0.397768857218834	0.0100354655841399	0.592145748	0.021938132
METTL23	-0.5496548759587454	-0.397757711590176	0.0019112543489198	-0.072078945	0.563897602
YBX3	-0.07473767098442617	-0.397742780117373	0.123368046257653	0.444030526	0.333098634
SLC25A3	0.127738783593516	-0.397715675346447	0.14723943132743	0.402316489	0.034875629
LSP1	2.9784287412375297	0.397699187383739	0.0232699477351868	0.895800889	1.18927908707266e-06
CAMK2G	1.3503270880330516	0.397664309282209	0.0014363956061493	0.584858445	0.00206653
TNFRSF8	0.3208301298889556	0.397600930344435	0.0582311783572842	0.258314497	0.261012202
TMEM97	-0.44431505644670816	-0.39753238296195	0.127975272203649	-0.419734311	0.053520472
WDR45	0.24074938200378715	-0.397454305226873	0.0307619136814773	0.456397536	0.004248994
TREML1	1.2896316356801258	0.397451663838814	0.195028865557704	1.145403613	0.009874058
SCLT1	0.5816657275557354	0.397426261917502	0.0265777268287888	0.481681674	0.076692729
PPIL2	-0.8598337465270947	-0.397424550085621	0.317071392805126	-0.432517269	0.000303681
BMERB1	-1.2486183145763454	-0.397338600008427	0.381992341623857	-0.831313156	0.001569629
PALM2AKAP2	0.06716136191486036	0.397188128815237	0.239473766733668	-0.234375794	0.332016278
SKIC3	-2.002088269095801	-0.397094977238856	0.008584107686969	-0.662115727	1.55484757074407e-05
MRPS27	-1.8166150355669513	-0.396967700824526	0.0043722437733022	-0.630482242	5.2826409710966e-05
FAM234B	-1.4005774302228062	-0.396833621007396	0.181114635160616	-0.576392487	4.47792879501725e-05
P2RY12	-0.14791205389849366	-0.396826929424425	0.126794754038	0.211728204	0.520229914
KLF4	0.3076250319421732	0.396716775234876	0.0595220848673004	0.321107476	0.396110074
ATL2	-0.59673116070818	-0.396628148194951	0.00646997912808	-0.213062355	0.029762115
RIGI	0.4374661783222992	0.396210422136301	0.106086684737511	0.511325601	0.110631602
ITGB3	1.6305490149061332	0.395986757604163	0.386807619325238	1.255027615	0.003401938
ZNF169	-2.4713415167813597	-0.395985111408946	0.237883155572304	-0.71660546	2.79962979159521e-07
ATG10	0.8826741147585234	0.395971693817074	0.0004907298063083	0.311754043	0.034710932
AIFM2	-0.5373072691328542	-0.395905867722061	0.37248134610365	-0.394706584	0.005100739
SLC25A33	-0.1401332581968845	-0.395848372001827	0.240549787829107	-0.111309861	0.481625998
MBOAT1	3.8955779276173326	0.395750625016804	0.003406991372535	0.929214126	4.62752781652522e-08
FAM210B	0.13150247316860528	-0.395736601297411	0.329672851129486	0.631304992	0.191118574
CARM1	-0.2640707113343388	-0.395704038035209	0.0477911531141327	-0.060884727	0.810550512
ZNF226	-3.7888486915185497	-0.395679059859474	0.264401112120226	-0.974270882	2.85300174866314e-08
LAG3	-0.3126338707983021	-0.395641081929442	0.418724149270162	-0.519293308	0.121331213
SEPTIN9	-3.4196492906029627	-0.395619040281236	0.0004258807715979	-0.798311881	1.26729647441765e-07
GEMIN2	-2.068038038124934	-0.39556774653411	0.0357584612248772	-0.71527804	1.04122017861861e-05
DECR1	3.114725984226327	0.395513148133519	9.09250499326676e-08	0.62503394	3.08143579479749e-06
TP53INP2	1.185778332260155	-0.39531646313282	0.03246887850399	1.131566814	0.002421919
YDJC	-1.033111886532671	-0.39530210504407	0.0115132792187927	-0.486824259	0.002138054
NUDT7	-1.7506790096064138	-0.395293456022652	0.0710831480846918	-0.738915039	7.51192762728958e-05
CNIH1	-0.29589409243906123	-0.395288468335403	0.0316561054004206	0.019247267	0.891110648
STAT1	0.8408061452488256	0.395236506893886	0.158538630259926	0.711541646	0.012049265
CHPF2	4.193298521986917	0.395016124079255	0.0002998099680255	0.703693559	1.4747564476194398e-11
RRP15	-6.3393104279063	-0.395012185777955	0.118583276484031	-1.316881578	3.46678844267809e-10
ISOC1	-0.5272523932036728	-0.394961239220309	0.0916913546737518	-0.385752141	0.02132117
NETO1	-0.04964665330481567	0.394866353801577	0.433141253008055	-0.410269427	0.256007153
PDCD4	-1.3205099035665868	-0.394832831459567	0.0246672503827871	-0.643428732	0.000762173
GRIN3B	2.581606641467275	0.394769475523112	0.41645887567097	1.49455959	0.000442398
NDUFAF2	-1.8208470080938746	-0.394745384645034	0.0297214745745315	-0.81628358	0.000189276
TIGD1	-0.7258665680764116	-0.39454389893515	0.267805202873738	-0.627626314	0.011133611
PRR7	1.1720852558833497	-0.394454530037891	0.0180863761879694	0.769512571	0.000114923
OGFOD3	-0.86527253591261	0.394433307694121	0.0012090720272938	-0.657523366	4.14872100468455e-05
WAS	4.93094421203076	0.394386276445944	0.0001005325020812	1.131730218	4.76668994476997e-08
FKBP1A	4.799048429988914	0.394373056658475	0.0007673099880298	0.968725696	2.1918300133318902e-09
TNFAIP8L1	-3.6637843023248617	-0.394350167288118	0.021415573098336	-0.959880393	1.1260822380933e-07
ATOSA	-0.6201462740965491	-0.394029197947776	0.0051353054121388	-0.233759211	0.035748673
PITPNC1	-4.7968243230159455	-0.393970326828698	0.0019060219556972	-0.900261176	2.41780544460794e-10
PRR13	5.61234580023522	0.393909068122621	5.90106295053877e-05	1.203109284	1.12475081842443e-08
R3HDM4	2.071509108030223	-0.393862199658797	0.0085249122492969	1.238162394	9.90022343186342e-05
SLC22A1	4.824106645122112	0.39377826510837	0.027499907698728	2.355478401	0.000146161
EGR2	-0.03505837400460288	-0.393723951761553	0.337217664784243	0.46412649	0.563110046
MID2	-10.003027608221569	-0.393691566890839	0.343569203641446	-2.052942255	1.20756515600521e-10
NSMCE4A	-1.8488508292419001	-0.393592622991834	0.0054835404581697	-0.747764746	0.000175816
M6PR	-0.9272643098666489	-0.393589147991268	6.52556712195235e-05	-0.235436809	0.131795177
IDS	0.7624171968378785	0.393498732744579	0.0083141899351921	0.42429949	0.021647437
NKTR	-2.293923341879474	-0.393365073745604	0.0006727168195348	-0.65691894	8.23403853959131e-06
MPND	0.5686104445751292	0.393298782673441	0.0012791021169081	-0.017669696	0.921212208
GPANK1	4.01263176897243	0.393279336267621	0.0555250560162996	0.77209586	7.594871549171949e-11
IARS1	-2.0419703148901083	-0.393163643259988	0.0734757639195435	-0.852837201	5.42078598344972e-05
NFKBIB	1.544231298081563	0.393161048643622	0.0017393062804027	0.68624663	0.001203694
MAP1S	4.032305677520997	0.393132712230993	0.0002131591778137	0.870763968	2.47875410565405e-08
AMMECR1	-1.4028012558673806	-0.393112982602832	0.0066032408682003	-0.426502561	2.70019866201661e-05
SDHAF1	-0.5518692842960253	-0.393090831275217	0.0017747857243057	-0.081892191	0.532638105
AP1S2	-0.7544160860589557	-0.392985178498773	0.0016360747145443	-0.381032705	0.081987284
SLC39A11	0.4989381122718006	0.392933011375517	0.0156700879468448	0.243955239	0.06557666
CIPC	-0.5953990430225659	-0.392857312316734	0.0019140007074435	-0.168124938	0.185551994
KRI1	-1.1923881562729521	-0.392788107800997	0.0083417545914046	-0.754019914	0.008319936
TP53TG1	-1.5939905905932141	-0.39278292820341	0.0211255588165443	-0.640683782	0.000112487
ARAP3	2.923527589346932	0.392727039637296	0.120673118598129	1.302128571	6.11796168607142e-05
CYFIP1	0.24274105242851343	0.392673845915198	0.0632593037440168	0.09189491	0.69162593
ILF3	-1.4269749909100742	-0.392666984263045	0.0290731067098389	-0.732498852	0.000846223
CDKN2AIP	-0.6048423335610109	-0.392656690742828	0.002877955681056	-0.169380652	0.056042406
TTLL1	-2.400561533977631	-0.392591668631243	0.0230874006767686	-0.737189644	2.2847067777643e-06
NSD1	0.5722788515459128	0.392579253879219	0.0041558460617215	0.174353668	0.062706628
PHF12	2.3529033493441736	0.392542857893548	0.0001555549484642	0.695578141	2.4196625498114e-05
NET1	0.581219523424061	-0.392525670015541	0.0698999352987616	0.65718875	0.003475551
PPP1R16B	-2.9690175494987385	-0.392466736556983	0.0926637716306266	-1.103407876	9.68076853037628e-06
LAX1	-1.8206635229897135	-0.392345276903669	0.196428036645477	-0.876863152	0.000145739
NANS	4.583027229888302	0.392231618841573	0.0018853341968867	0.931521421	1.9293879839174403e-09
SPINT1	0.33112604182916133	0.392225599408501	0.266798216100989	0.449683263	0.106608175
COL6A3	0.09705150350318739	0.392224135107007	0.365039302828946	0.141833753	0.694659821
PRMT6	-2.90825023011241	-0.392168908751279	0.0497343183511284	-0.872694638	8.33012046886046e-07
CBLN3	-0.48168341843653184	-0.392165392994782	0.1683328918821	-0.474308629	0.040617943
THEMIS2	4.691175439511381	0.391978598780279	0.0207989803919293	1.199284418	5.31655622173139e-08
PPP1R3E	-2.8945617519007274	-0.391962808166961	0.0297479635668634	-0.762144	1.54512894203453e-07
RAD23B	4.8168308231628485	0.391671038760567	0.0064023625365447	1.085432062	8.144251084716891e-09
HSPBP1	-0.26604790015230856	-0.391590359814924	0.192891311562094	-0.307203344	0.150988566
NOC3L	-3.6975922648645936	-0.39157766022567	0.101688990004769	-0.975218363	6.52884704393446e-08
SRSF5	-0.6763383990808329	-0.39147169445145	0.0003480390076782	0.033444677	0.922103629
ELK4	-4.244955705080498	0.391464695709074	0.391234712706408	-1.016272075	2.98342437824162e-09
RUNX2	-0.396816138234562	-0.391410283557533	0.125640839534764	-0.318056188	0.041056393
TMEM127	4.3268285255295655	0.391375220124614	0.0026407553924027	0.987108039	1.79124921672231e-08
GNAZ	-0.17869692918539076	-0.391202625684131	0.279505408460302	-0.327178563	0.371186388
CHD6	-6.187767076762047	-0.391125980135068	0.0189541489671129	-1.221240065	1.61829529624792e-10
BSG	0.4792116551604279	-0.391110745455762	0.0871060740721812	0.745308547	0.014382501
EVI2B	6.5437030138476056	0.391069808044177	0.0017293989195745	1.482983224	7.90436703501663e-09
NUAK1	-4.737162584151073	-0.390997920122943	0.191528717599992	-1.803747489	7.99845528479455e-06
